x,y,z,u,v,w,vel_mag,rho,press,fluid,ThID
0.344828, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.379310, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.413793, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.448276, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.482759, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.517241, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.551724, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.586207, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.620690, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.655172, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.689655, 0.655172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.724138, 0.655172, 0.000000, -0.000000, -0.000113, -0.000000, 0.000113, 25.320524, 8.440175, 1, 0
0.758621, 0.655172, 0.000000, -0.000000, 0.001214, -0.000000, 0.001214, 25.394411, 8.464804, 1, 0
0.793103, 0.655172, 0.000000, 0.000000, -0.000121, 0.000000, 0.000121, 25.004769, 8.334923, 1, 0
0.827586, 0.655172, 0.000000, -0.000000, -0.005221, 0.000000, 0.005221, 25.329920, 8.443307, 1, 0
0.862069, 0.655172, 0.000000, 0.000000, 0.002487, 0.000000, 0.002487, 26.782139, 8.927380, 1, 0
0.896552, 0.655172, 0.000000, -0.000000, 0.008925, 0.000000, 0.008925, 25.465263, 8.488421, 1, 0
0.931034, 0.655172, 0.000000, 0.000000, -0.037981, 0.000000, 0.037981, 21.993599, 7.331200, 1, 0
0.965517, 0.655172, 0.000000, 0.000000, -0.017765, -0.000000, 0.017765, 43.083908, 14.361303, 1, 0
1.000000, 0.655172, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 49.066791, 16.355597, 1, 0
0.000000, 0.689655, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 5.219796, 1.739932, 1, 0
0.034483, 0.689655, 0.000000, 0.000000, -0.000311, 0.000000, 0.000311, 4.841781, 1.613927, 1, 0
0.068966, 0.689655, 0.000000, 0.000000, -0.035975, 0.000000, 0.035975, 5.756636, 1.918879, 1, 0
0.103448, 0.689655, 0.000000, 0.000000, -0.017471, -0.000000, 0.017471, 8.586261, 2.862087, 1, 0
0.137931, 0.689655, 0.000000, 0.000000, -0.022111, -0.000000, 0.022111, 11.174756, 3.724919, 1, 0
0.172414, 0.689655, 0.000000, -0.000000, -0.024766, 0.000000, 0.024766, 14.991875, 4.997292, 1, 0
0.206897, 0.689655, 0.000000, -0.000000, -0.014864, 0.000000, 0.014864, 18.873801, 6.291267, 1, 0
0.241379, 0.689655, 0.000000, -0.000000, -0.004424, 0.000000, 0.004424, 22.640304, 7.546768, 1, 0
0.275862, 0.689655, 0.000000, -0.000000, -0.000785, -0.000000, 0.000785, 24.787365, 8.262455, 1, 0
0.310345, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.344828, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.379310, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.413793, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.448276, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.482759, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.517241, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.551724, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.586207, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.620690, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.655172, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.689655, 0.689655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.316271, 8.438757, 1, 0
0.724138, 0.689655, 0.000000, -0.000000, -0.000113, -0.000000, 0.000113, 25.320524, 8.440175, 1, 0
0.758621, 0.689655, 0.000000, -0.000000, 0.001214, -0.000000, 0.001214, 25.394411, 8.464804, 1, 0
0.793103, 0.689655, 0.000000, 0.000000, -0.000121, 0.000000, 0.000121, 25.004769, 8.334923, 1, 0
0.827586, 0.689655, 0.000000, -0.000000, -0.005221, 0.000000, 0.005221, 25.329920, 8.443307, 1, 0
0.862069, 0.689655, 0.000000, 0.000000, 0.002487, 0.000000, 0.002487, 26.782139, 8.927380, 1, 0
0.896552, 0.689655, 0.000000, -0.000000, 0.008925, 0.000000, 0.008925, 25.465263, 8.488421, 1, 0
0.931034, 0.689655, 0.000000, 0.000000, -0.037981, 0.000000, 0.037981, 21.993599, 7.331200, 1, 0
0.965517, 0.689655, 0.000000, 0.000000, -0.017765, -0.000000, 0.017765, 43.083908, 14.361303, 1, 0
1.000000, 0.689655, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 49.066791, 16.355597, 1, 0
0.000000, 0.724138, 0.000000, 0.000000, -0.002482, 0.000000, 0.002482, 5.166613, 1.722204, 1, 0
0.034483, 0.724138, 0.000000, 0.000000, 0.002165, 0.000000, 0.002165, 4.817384, 1.605795, 1, 0
0.068966, 0.724138, 0.000000, 0.000000, -0.035317, -0.000000, 0.035317, 5.737986, 1.912662, 1, 0
0.103448, 0.724138, 0.000000, 0.000000, -0.016937, 0.000000, 0.016937, 8.554587, 2.851529, 1, 0
0.137931, 0.724138, 0.000000, 0.000000, -0.021455, 0.000000, 0.021455, 11.145182, 3.715061, 1, 0
0.172414, 0.724138, 0.000000, 0.000000, -0.024056, 0.000000, 0.024056, 14.955105, 4.985035, 1, 0
0.206897, 0.724138, 0.000000, 0.000000, -0.014150, 0.000000, 0.014150, 18.830786, 6.276929, 1, 0
0.241379, 0.724138, 0.000000, -0.000000, -0.003645, 0.000000, 0.003645, 22.595661, 7.531887, 1, 0
0.275862, 0.724138, 0.000000, -0.000000, 0.000017, -0.000000, 0.000017, 24.742562, 8.247521, 1, 0
0.310345, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.344828, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.379310, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.413793, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.448276, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.482759, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.517241, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.551724, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.586207, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.620690, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.655172, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.689655, 0.724138, 0.000000, 0.000000, 0.000686, -0.000000, 0.000686, 25.270193, 8.423398, 1, 0
0.724138, 0.724138, 0.000000, 0.000000, 0.000573, -0.000000, 0.000573, 25.245173, 8.415058, 1, 0
0.758621, 0.724138, 0.000000, 0.000000, 0.001900, -0.000000, 0.001900, 25.342100, 8.447367, 1, 0
0.793103, 0.724138, 0.000000, -0.000000, 0.000720, -0.000000, 0.000720, 24.982240, 8.327413, 1, 0
0.827586, 0.724138, 0.000000, -0.000000, -0.004499, 0.000000, 0.004499, 25.314480, 8.438160, 1, 0
0.862069, 0.724138, 0.000000, 0.000000, 0.003183, -0.000000, 0.003183, 26.732819, 8.910940, 1, 0
0.896552, 0.724138, 0.000000, -0.000000, 0.009543, 0.000000, 0.009543, 25.411488, 8.470496, 1, 0
0.931034, 0.724138, 0.000000, 0.000000, -0.037333, 0.000000, 0.037333, 21.881785, 7.293928, 1, 0
0.965517, 0.724138, 0.000000, 0.000000, -0.017343, -0.000000, 0.017343, 43.087372, 14.362457, 1, 0
1.000000, 0.724138, 0.000000, 0.000000, -0.000260, 0.000000, 0.000260, 48.991228, 16.330409, 1, 0
0.000000, 0.758621, 0.000000, 0.000000, 0.003045, 0.000000, 0.003045, 5.275302, 1.758434, 1, 0
0.034483, 0.758621, 0.000000, -0.000000, -0.003524, -0.000000, 0.003524, 4.880338, 1.626779, 1, 0
0.068966, 0.758621, 0.000000, 0.000000, -0.038443, 0.000000, 0.038443, 5.776722, 1.925574, 1, 0
0.103448, 0.758621, 0.000000, 0.000000, -0.018537, -0.000000, 0.018537, 8.598891, 2.866297, 1, 0
0.137931, 0.758621, 0.000000, -0.000000, -0.022666, -0.000000, 0.022666, 11.200219, 3.733406, 1, 0
0.172414, 0.758621, 0.000000, -0.000000, -0.025242, -0.000000, 0.025242, 15.016245, 5.005415, 1, 0
0.206897, 0.758621, 0.000000, 0.000000, -0.015378, -0.000000, 0.015378, 18.900653, 6.300218, 1, 0
0.241379, 0.758621, 0.000000, -0.000000, -0.004928, -0.000000, 0.004928, 22.676880, 7.558960, 1, 0
0.275862, 0.758621, 0.000000, 0.000000, -0.001330, 0.000000, 0.001330, 24.830053, 8.276684, 1, 0
0.310345, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.344828, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.379310, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.413793, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.448276, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.482759, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.517241, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.551724, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.586207, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.620690, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.655172, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.689655, 0.758621, 0.000000, -0.000000, -0.000549, 0.000000, 0.000549, 25.360321, 8.453440, 1, 0
0.724138, 0.758621, 0.000000, -0.000000, -0.000662, -0.000000, 0.000662, 25.371730, 8.457243, 1, 0
0.758621, 0.758621, 0.000000, -0.000000, 0.000665, 0.000000, 0.000665, 25.406766, 8.468922, 1, 0
0.793103, 0.758621, 0.000000, 0.000000, -0.000702, -0.000000, 0.000702, 25.117865, 8.372622, 1, 0
0.827586, 0.758621, 0.000000, -0.000000, -0.005724, -0.000000, 0.005724, 25.370716, 8.456905, 1, 0
0.862069, 0.758621, 0.000000, 0.000000, 0.001819, 0.000000, 0.001819, 26.652577, 8.884192, 1, 0
0.896552, 0.758621, 0.000000, -0.000000, 0.008458, 0.000000, 0.008458, 25.421540, 8.473847, 1, 0
0.931034, 0.758621, 0.000000, 0.000000, -0.037959, 0.000000, 0.037959, 22.057907, 7.352636, 1, 0
0.965517, 0.758621, 0.000000, 0.000000, -0.017785, 0.000000, 0.017785, 43.211511, 14.403837, 1, 0
1.000000, 0.758621, 0.000000, 0.000000, 0.000606, 0.000000, 0.000606, 49.072007, 16.357336, 1, 0
0.000000, 0.793103, 0.000000, 0.000000, 0.004588, 0.000000, 0.004588, 5.224154, 1.741385, 1, 0
0.034483, 0.793103, 0.000000, -0.000000, -0.004830, -0.000000, 0.004830, 4.775353, 1.591784, 1, 0
0.068966, 0.793103, 0.000000, -0.000000, -0.037769, 0.000000, 0.037769, 5.734860, 1.911620, 1, 0
0.103448, 0.793103, 0.000000, -0.000000, -0.020406, -0.000000, 0.020406, 8.569341, 2.856447, 1, 0
0.137931, 0.793103, 0.000000, 0.000000, -0.025711, 0.000000, 0.025711, 11.132126, 3.710709, 1, 0
0.172414, 0.793103, 0.000000, 0.000000, -0.027734, -0.000000, 0.027734, 15.002557, 5.000852, 1, 0
0.206897, 0.793103, 0.000000, -0.000000, -0.017280, 0.000000, 0.017280, 18.918617, 6.306206, 1, 0
0.241379, 0.793103, 0.000000, 0.000000, -0.006101, -0.000000, 0.006101, 22.684108, 7.561369, 1, 0
0.275862, 0.793103, 0.000000, 0.000000, -0.002688, -0.000000, 0.002688, 24.826323, 8.275441, 1, 0
0.310345, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.344828, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.379310, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.413793, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.448276, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.482759, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.517241, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.551724, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.586207, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.620690, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.655172, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.689655, 0.793103, 0.000000, -0.000000, -0.001975, 0.000000, 0.001975, 25.356382, 8.452127, 1, 0
0.724138, 0.793103, 0.000000, -0.000000, -0.002240, -0.000000, 0.002240, 25.284149, 8.428050, 1, 0
0.758621, 0.793103, 0.000000, -0.000000, -0.000805, 0.000000, 0.000805, 25.161986, 8.387329, 1, 0
0.793103, 0.793103, 0.000000, -0.000000, -0.001849, 0.000000, 0.001849, 25.612478, 8.537493, 1, 0
0.827586, 0.793103, 0.000000, -0.000000, -0.006318, 0.000000, 0.006318, 25.630827, 8.543609, 1, 0
0.862069, 0.793103, 0.000000, 0.000000, -0.000658, -0.000000, 0.000658, 26.286303, 8.762101, 1, 0
0.896552, 0.793103, 0.000000, -0.000000, 0.006517, 0.000000, 0.006517, 25.687379, 8.562460, 1, 0
0.931034, 0.793103, 0.000000, 0.000000, -0.039866, 0.000000, 0.039866, 22.474563, 7.491521, 1, 0
0.965517, 0.793103, 0.000000, 0.000000, -0.019107, -0.000000, 0.019107, 43.169056, 14.389685, 1, 0
1.000000, 0.793103, 0.000000, -0.000000, 0.001051, 0.000000, 0.001051, 48.973232, 16.324411, 1, 0
0.000000, 0.827586, 0.000000, 0.000000, -0.000354, 0.000000, 0.000354, 5.153578, 1.717859, 1, 0
0.034483, 0.827586, 0.000000, 0.000000, 0.001566, 0.000000, 0.001566, 4.954961, 1.651654, 1, 0
0.068966, 0.827586, 0.000000, -0.000000, -0.037358, 0.000000, 0.037358, 5.760042, 1.920014, 1, 0
0.103448, 0.827586, 0.000000, 0.000000, -0.017865, 0.000000, 0.017865, 8.507359, 2.835786, 1, 0
0.137931, 0.827586, 0.000000, 0.000000, -0.021584, 0.000000, 0.021584, 10.965778, 3.655259, 1, 0
0.172414, 0.827586, 0.000000, 0.000000, -0.023865, -0.000000, 0.023865, 14.740176, 4.913392, 1, 0
0.206897, 0.827586, 0.000000, 0.000000, -0.014115, 0.000000, 0.014115, 18.569933, 6.189978, 1, 0
0.241379, 0.827586, 0.000000, 0.000000, -0.003114, -0.000000, 0.003114, 22.304657, 7.434886, 1, 0
0.275862, 0.827586, 0.000000, 0.000000, 0.000419, -0.000000, 0.000419, 24.444777, 8.148259, 1, 0
0.310345, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.344828, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.379310, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.413793, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.448276, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.482759, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.517241, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.551724, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.586207, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.620690, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.655172, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.689655, 0.827586, 0.000000, -0.000000, 0.001264, 0.000000, 0.001264, 24.974082, 8.324694, 1, 0
0.724138, 0.827586, 0.000000, -0.000000, 0.001177, 0.000000, 0.001177, 24.934585, 8.311528, 1, 0
0.758621, 0.827586, 0.000000, -0.000000, 0.002418, -0.000000, 0.002418, 25.398684, 8.466228, 1, 0
0.793103, 0.827586, 0.000000, 0.000000, 0.001383, 0.000000, 0.001383, 25.551342, 8.517114, 1, 0
0.827586, 0.827586, 0.000000, 0.000000, -0.005202, 0.000000, 0.005202, 23.532189, 7.844063, 1, 0
0.862069, 0.827586, 0.000000, -0.000000, 0.001400, 0.000000, 0.001400, 25.551942, 8.517314, 1, 0
0.896552, 0.827586, 0.000000, -0.000000, 0.012686, 0.000000, 0.012686, 26.199345, 8.733115, 1, 0
0.931034, 0.827586, 0.000000, 0.000000, -0.036056, -0.000000, 0.036056, 21.627631, 7.209210, 1, 0
0.965517, 0.827586, 0.000000, -0.000000, -0.017043, 0.000000, 0.017043, 42.905041, 14.301680, 1, 0
1.000000, 0.827586, 0.000000, -0.000000, -0.000620, -0.000000, 0.000620, 48.617482, 16.205827, 1, 0
0.000000, 0.862069, 0.000000, 0.000000, -0.007412, 0.000000, 0.007412, 5.336088, 1.778696, 1, 0
0.034483, 0.862069, 0.000000, 0.000000, 0.009488, 0.000000, 0.009488, 4.794044, 1.598015, 1, 0
0.068966, 0.862069, 0.000000, 0.000000, -0.033308, 0.000000, 0.033308, 5.504595, 1.834865, 1, 0
0.103448, 0.862069, 0.000000, 0.000000, -0.010357, 0.000000, 0.010357, 8.653142, 2.884381, 1, 0
0.137931, 0.862069, 0.000000, -0.000000, -0.015259, 0.000000, 0.015259, 11.361619, 3.787206, 1, 0
0.172414, 0.862069, 0.000000, -0.000000, -0.018069, -0.000000, 0.018069, 15.099635, 5.033212, 1, 0
0.206897, 0.862069, 0.000000, -0.000000, -0.008136, 0.000000, 0.008136, 18.917892, 6.305964, 1, 0
0.241379, 0.862069, 0.000000, -0.000000, 0.000101, 0.000000, 0.000101, 22.658250, 7.552750, 1, 0
0.275862, 0.862069, 0.000000, 0.000000, 0.002855, -0.000000, 0.002855, 24.781970, 8.260657, 1, 0
0.310345, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.344828, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.379310, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.413793, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.448276, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.482759, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.517241, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.551724, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.586207, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.620690, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.655172, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.689655, 0.862069, 0.000000, 0.000000, 0.003516, -0.000000, 0.003516, 25.308737, 8.436246, 1, 0
0.724138, 0.862069, 0.000000, -0.000000, 0.003143, 0.000000, 0.003143, 25.202554, 8.400851, 1, 0
0.758621, 0.862069, 0.000000, -0.000000, 0.003981, 0.000000, 0.003981, 25.501394, 8.500465, 1, 0
0.793103, 0.862069, 0.000000, 0.000000, 0.005249, 0.000000, 0.005249, 24.542854, 8.180951, 1, 0
0.827586, 0.862069, 0.000000, 0.000000, -0.001698, -0.000000, 0.001698, 23.840680, 7.946893, 1, 0
0.862069, 0.862069, 0.000000, -0.000000, 0.006603, 0.000000, 0.006603, 28.927174, 9.642391, 1, 0
0.896552, 0.862069, 0.000000, 0.000000, 0.015070, -0.000000, 0.015070, 26.630783, 8.876928, 1, 0
0.931034, 0.862069, 0.000000, -0.000000, -0.036832, -0.000000, 0.036832, 21.855360, 7.285120, 1, 0
0.965517, 0.862069, 0.000000, 0.000000, -0.017180, 0.000000, 0.017180, 42.868042, 14.289347, 1, 0
1.000000, 0.862069, 0.000000, 0.000000, -0.002554, -0.000000, 0.002554, 48.599074, 16.199691, 1, 0
0.000000, 0.896552, 0.000000, 0.000000, 0.006997, 0.000000, 0.006997, 5.359550, 1.786517, 1, 0
0.034483, 0.896552, 0.000000, 0.000000, -0.009024, 0.000000, 0.009024, 4.737347, 1.579116, 1, 0
0.068966, 0.896552, 0.000000, -0.000000, -0.033058, 0.000000, 0.033058, 6.608855, 2.202952, 1, 0
0.103448, 0.896552, 0.000000, 0.000000, -0.021427, -0.000000, 0.021427, 9.610702, 3.203567, 1, 0
0.137931, 0.896552, 0.000000, -0.000000, -0.032292, 0.000000, 0.032292, 12.204396, 4.068132, 1, 0
0.172414, 0.896552, 0.000000, -0.000000, -0.039809, -0.000000, 0.039809, 16.067453, 5.355818, 1, 0
0.206897, 0.896552, 0.000000, 0.000000, -0.026185, 0.000000, 0.026185, 20.144694, 6.714898, 1, 0
0.241379, 0.896552, 0.000000, 0.000000, -0.013731, 0.000000, 0.013731, 23.997644, 7.999215, 1, 0
0.275862, 0.896552, 0.000000, -0.000000, -0.009053, 0.000000, 0.009053, 26.175597, 8.725199, 1, 0
0.310345, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.344828, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.379310, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.413793, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.448276, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.482759, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.517241, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.551724, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.586207, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.620690, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.655172, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.689655, 0.896552, 0.000000, 0.000000, -0.008037, -0.000000, 0.008037, 26.707182, 8.902394, 1, 0
0.724138, 0.896552, 0.000000, 0.000000, -0.008257, 0.000000, 0.008257, 26.659400, 8.886467, 1, 0
0.758621, 0.896552, 0.000000, -0.000000, -0.005996, -0.000000, 0.005996, 27.307722, 9.102574, 1, 0
0.793103, 0.896552, 0.000000, 0.000000, -0.006129, 0.000000, 0.006129, 26.282430, 8.760810, 1, 0
0.827586, 0.896552, 0.000000, 0.000000, -0.017260, 0.000000, 0.017260, 27.226824, 9.075608, 1, 0
0.862069, 0.896552, 0.000000, 0.000000, -0.005639, 0.000000, 0.005639, 29.432638, 9.810879, 1, 0
0.896552, 0.896552, 0.000000, -0.000000, 0.000223, 0.000000, 0.000223, 25.995573, 8.665191, 1, 0
0.931034, 0.896552, 0.000000, 0.000000, -0.052542, -0.000000, 0.052542, 21.812838, 7.270946, 1, 0
0.965517, 0.896552, 0.000000, 0.000000, -0.022258, -0.000000, 0.022258, 43.117650, 14.372550, 1, 0
1.000000, 0.896552, 0.000000, 0.000000, -0.000258, 0.000000, 0.000258, 49.788278, 16.596093, 1, 0
0.000000, 0.931034, 0.000000, 0.000000, -0.007948, 0.000000, 0.007948, 5.171107, 1.723702, 1, 0
0.034483, 0.931034, 0.000000, 0.000000, -0.002012, -0.000000, 0.002012, 5.468267, 1.822756, 1, 0
0.068966, 0.931034, 0.000000, 0.000000, -0.031695, 0.000000, 0.031695, 6.384604, 2.128201, 1, 0
0.103448, 0.931034, 0.000000, 0.000000, -0.011664, -0.000000, 0.011664, 8.197091, 2.732364, 1, 0
0.137931, 0.931034, 0.000000, 0.000000, -0.004488, 0.000000, 0.004488, 9.778408, 3.259469, 1, 0
0.172414, 0.931034, 0.000000, -0.000000, -0.006199, -0.000000, 0.006199, 13.081375, 4.360458, 1, 0
