x,y,z,u,v,w,vel_mag,rho,press,fluid,ThID
0.310345, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.344828, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.379310, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.413793, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.448276, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.482759, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.517241, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.551724, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.586207, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.620690, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.655172, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.689655, 0.655172, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.724138, 0.655172, 0.413793, 0.575672, 0.578343, -0.112127, 0.823682, 32.591745, 10.863915, 1, 2
0.758621, 0.655172, 0.413793, 0.512161, 0.494077, -0.106046, 0.719491, 34.023600, 11.341200, 1, 2
0.793103, 0.655172, 0.413793, 0.708245, 0.741387, -0.098230, 1.030008, 28.541073, 9.513691, 1, 2
0.827586, 0.655172, 0.413793, 0.663654, 0.670914, -0.112185, 0.950340, 34.849052, 11.616351, 1, 2
0.862069, 0.655172, 0.413793, 0.594683, 0.583162, -0.139173, 0.844450, 32.390248, 10.796749, 1, 2
0.896552, 0.655172, 0.413793, 0.246984, 0.198436, -0.094747, 0.330689, 37.132380, 12.377460, 1, 2
0.931034, 0.655172, 0.413793, 0.724376, 0.762847, -0.031229, 1.052441, 20.133904, 6.711301, 1, 2
0.965517, 0.655172, 0.413793, 0.592145, 0.766240, -0.164267, 0.982213, 49.012219, 16.337406, 1, 2
1.000000, 0.655172, 0.413793, 0.000000, 0.000000, 0.000000, 0.000000, 86.547442, 28.849147, 1, 2
0.000000, 0.689655, 0.413793, 0.000000, 0.000000, -0.000000, 0.000000, 2.562084, 0.854028, 1, 2
0.034483, 0.689655, 0.413793, 0.136196, 0.193107, 0.018833, 0.237054, 4.014837, 1.338279, 1, 2
0.068966, 0.689655, 0.413793, 0.347928, 0.363046, -0.101292, 0.512949, 6.277163, 2.092388, 1, 2
0.103448, 0.689655, 0.413793, 0.254223, 0.350044, -0.086537, 0.441190, 7.676097, 2.558699, 1, 2
0.137931, 0.689655, 0.413793, 0.347436, 0.496090, -0.038996, 0.606908, 10.006126, 3.335375, 1, 2
0.172414, 0.689655, 0.413793, 0.376335, 0.458817, -0.065254, 0.596992, 16.329155, 5.443052, 1, 2
0.206897, 0.689655, 0.413793, 0.364239, 0.455130, -0.094184, 0.590495, 21.225917, 7.075306, 1, 2
0.241379, 0.689655, 0.413793, 0.464639, 0.540375, -0.102008, 0.719931, 26.062978, 8.687659, 1, 2
0.275862, 0.689655, 0.413793, 0.555701, 0.579989, -0.106556, 0.810274, 30.644394, 10.214798, 1, 2
0.310345, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.344828, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.379310, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.413793, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.448276, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.482759, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.517241, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.551724, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.586207, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.620690, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.655172, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.689655, 0.689655, 0.413793, 0.580869, 0.580771, -0.109803, 0.828710, 32.484602, 10.828201, 1, 2
0.724138, 0.689655, 0.413793, 0.575672, 0.578343, -0.112127, 0.823682, 32.591745, 10.863915, 1, 2
0.758621, 0.689655, 0.413793, 0.512161, 0.494077, -0.106046, 0.719491, 34.023600, 11.341200, 1, 2
0.793103, 0.689655, 0.413793, 0.708245, 0.741387, -0.098230, 1.030008, 28.541073, 9.513691, 1, 2
0.827586, 0.689655, 0.413793, 0.663654, 0.670914, -0.112185, 0.950340, 34.849052, 11.616351, 1, 2
0.862069, 0.689655, 0.413793, 0.594683, 0.583162, -0.139173, 0.844450, 32.390248, 10.796749, 1, 2
0.896552, 0.689655, 0.413793, 0.246984, 0.198436, -0.094747, 0.330689, 37.132380, 12.377460, 1, 2
0.931034, 0.689655, 0.413793, 0.724376, 0.762847, -0.031229, 1.052441, 20.133904, 6.711301, 1, 2
0.965517, 0.689655, 0.413793, 0.592145, 0.766240, -0.164267, 0.982213, 49.012219, 16.337406, 1, 2
1.000000, 0.689655, 0.413793, 0.000000, 0.000000, 0.000000, 0.000000, 86.547442, 28.849147, 1, 2
0.000000, 0.724138, 0.413793, 0.000000, 0.010813, -0.000000, 0.010813, 2.558554, 0.852851, 1, 2
0.034483, 0.724138, 0.413793, 0.135465, 0.196037, 0.012888, 0.238636, 4.005452, 1.335151, 1, 2
0.068966, 0.724138, 0.413793, 0.348990, 0.365409, -0.105306, 0.516146, 6.278965, 2.092988, 1, 2
0.103448, 0.724138, 0.413793, 0.255413, 0.353196, -0.089722, 0.445009, 7.656157, 2.552052, 1, 2
0.137931, 0.724138, 0.413793, 0.349325, 0.500268, -0.041112, 0.611544, 9.971512, 3.323837, 1, 2
0.172414, 0.724138, 0.413793, 0.377732, 0.462178, -0.066238, 0.600564, 16.269730, 5.423243, 1, 2
0.206897, 0.724138, 0.413793, 0.365211, 0.457963, -0.094969, 0.593404, 21.151834, 7.050611, 1, 2
0.241379, 0.724138, 0.413793, 0.465626, 0.542923, -0.102683, 0.722577, 25.980740, 8.660247, 1, 2
0.275862, 0.724138, 0.413793, 0.556747, 0.582222, -0.107154, 0.812669, 30.559701, 10.186567, 1, 2
0.310345, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.344828, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.379310, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.413793, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.448276, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.482759, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.517241, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.551724, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.586207, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.620690, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.655172, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.689655, 0.724138, 0.413793, 0.581915, 0.582872, -0.110378, 0.830993, 32.399355, 10.799785, 1, 2
0.724138, 0.724138, 0.413793, 0.569724, 0.573438, -0.112207, 0.816093, 32.650973, 10.883658, 1, 2
0.758621, 0.724138, 0.413793, 0.529662, 0.512627, -0.107995, 0.744977, 33.562289, 11.187430, 1, 2
0.793103, 0.724138, 0.413793, 0.720447, 0.753216, -0.099852, 1.047067, 28.449853, 9.483284, 1, 2
0.827586, 0.724138, 0.413793, 0.659239, 0.666530, -0.112946, 0.944254, 34.519714, 11.506571, 1, 2
0.862069, 0.724138, 0.413793, 0.596694, 0.586855, -0.139439, 0.848461, 32.133763, 10.711254, 1, 2
0.896552, 0.724138, 0.413793, 0.246389, 0.197804, -0.095383, 0.330048, 37.102777, 12.367592, 1, 2
0.931034, 0.724138, 0.413793, 0.722210, 0.764228, -0.029448, 1.051902, 20.032011, 6.677337, 1, 2
0.965517, 0.724138, 0.413793, 0.592256, 0.766346, -0.164911, 0.982471, 48.986315, 16.328772, 1, 2
1.000000, 0.724138, 0.413793, -0.000000, 0.000274, 0.000000, 0.000274, 86.543244, 28.847748, 1, 2
0.000000, 0.758621, 0.413793, 0.000000, 0.002988, -0.000000, 0.002988, 2.620341, 0.873447, 1, 2
0.034483, 0.758621, 0.413793, 0.128195, 0.188876, 0.020556, 0.229196, 4.072149, 1.357383, 1, 2
0.068966, 0.758621, 0.413793, 0.332527, 0.354178, -0.097129, 0.495430, 6.359344, 2.119781, 1, 2
0.103448, 0.758621, 0.413793, 0.241012, 0.343945, -0.080034, 0.427540, 7.806431, 2.602144, 1, 2
0.137931, 0.758621, 0.413793, 0.336230, 0.488827, -0.035201, 0.594341, 10.186721, 3.395574, 1, 2
0.172414, 0.758621, 0.413793, 0.368287, 0.452268, -0.063502, 0.586698, 16.601812, 5.533937, 1, 2
0.206897, 0.758621, 0.413793, 0.357280, 0.448068, -0.093016, 0.580574, 21.547899, 7.182633, 1, 2
0.241379, 0.758621, 0.413793, 0.457971, 0.533457, -0.101003, 0.710293, 26.413992, 8.804664, 1, 2
0.275862, 0.758621, 0.413793, 0.549257, 0.573888, -0.105578, 0.801360, 31.010440, 10.336813, 1, 2
0.310345, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.344828, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.379310, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.413793, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.448276, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.482759, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.517241, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.551724, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.586207, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.620690, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.655172, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.689655, 0.758621, 0.413793, 0.574558, 0.575049, -0.108819, 0.820146, 32.854623, 10.951541, 1, 2
0.724138, 0.758621, 0.413793, 0.560132, 0.563022, -0.110640, 0.801862, 33.158423, 11.052808, 1, 2
0.758621, 0.758621, 0.413793, 0.496290, 0.482590, -0.105601, 0.700249, 34.417311, 11.472437, 1, 2
0.793103, 0.758621, 0.413793, 0.697245, 0.730131, -0.097022, 1.014226, 29.686342, 9.895447, 1, 2
0.827586, 0.758621, 0.413793, 0.688911, 0.699677, -0.105051, 0.987513, 34.727071, 11.575690, 1, 2
0.862069, 0.758621, 0.413793, 0.605166, 0.593766, -0.139256, 0.859172, 31.963462, 10.654487, 1, 2
0.896552, 0.758621, 0.413793, 0.234551, 0.179586, -0.099345, 0.311664, 37.507856, 12.502619, 1, 2
0.931034, 0.758621, 0.413793, 0.710081, 0.742910, -0.032123, 1.028184, 20.185973, 6.728658, 1, 2
0.965517, 0.758621, 0.413793, 0.593395, 0.766250, -0.163087, 0.982779, 49.159372, 16.386457, 1, 2
1.000000, 0.758621, 0.413793, -0.000000, -0.000003, 0.000000, 0.000003, 86.760830, 28.920277, 1, 2
0.000000, 0.793103, 0.413793, 0.000000, -0.016185, -0.000000, 0.016185, 2.456479, 0.818826, 1, 2
0.034483, 0.793103, 0.413793, 0.176957, 0.207801, 0.022422, 0.273857, 3.860801, 1.286934, 1, 2
0.068966, 0.793103, 0.413793, 0.392083, 0.382867, -0.106209, 0.558208, 6.063579, 2.021193, 1, 2
0.103448, 0.793103, 0.413793, 0.288057, 0.368459, -0.090536, 0.476378, 7.340761, 2.446920, 1, 2
0.137931, 0.793103, 0.413793, 0.385374, 0.526725, -0.039466, 0.653843, 9.501993, 3.167331, 1, 2
0.172414, 0.793103, 0.413793, 0.401887, 0.477793, -0.065994, 0.627818, 15.743629, 5.247876, 1, 2
0.206897, 0.793103, 0.413793, 0.382892, 0.470898, -0.095330, 0.614361, 20.523210, 6.841070, 1, 2
0.241379, 0.793103, 0.413793, 0.482461, 0.556006, -0.103258, 0.743353, 25.301822, 8.433941, 1, 2
0.275862, 0.793103, 0.413793, 0.573200, 0.594057, -0.107835, 0.832521, 29.874737, 9.958246, 1, 2
0.310345, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.344828, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.379310, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.413793, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.448276, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.482759, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.517241, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.551724, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.586207, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.620690, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.655172, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.689655, 0.793103, 0.413793, 0.597982, 0.593952, -0.111113, 0.850122, 31.716299, 10.572100, 1, 2
0.724138, 0.793103, 0.413793, 0.587212, 0.584090, -0.112209, 0.835805, 31.931500, 10.643833, 1, 2
0.758621, 0.793103, 0.413793, 0.584716, 0.565053, -0.107777, 0.820240, 31.697779, 10.565926, 1, 2
0.793103, 0.793103, 0.413793, 0.752179, 0.766785, -0.103011, 1.079047, 27.457814, 9.152605, 1, 2
0.827586, 0.793103, 0.413793, 0.570433, 0.568067, -0.120518, 0.814014, 35.835873, 11.945291, 1, 2
0.862069, 0.793103, 0.413793, 0.570915, 0.581514, -0.138067, 0.826538, 32.815695, 10.938565, 1, 2
0.896552, 0.793103, 0.413793, 0.278054, 0.233908, -0.092395, 0.374918, 38.469806, 12.823269, 1, 2
0.931034, 0.793103, 0.413793, 0.748957, 0.784859, -0.035549, 1.085451, 19.434494, 6.478165, 1, 2
0.965517, 0.793103, 0.413793, 0.595474, 0.771432, -0.163395, 0.988127, 48.811983, 16.270661, 1, 2
1.000000, 0.793103, 0.413793, 0.000000, 0.000413, 0.000000, 0.000413, 87.058568, 29.019523, 1, 2
0.000000, 0.827586, 0.413793, -0.000000, -0.022744, -0.000000, 0.022744, 2.384815, 0.794938, 1, 2
0.034483, 0.827586, 0.413793, 0.168573, 0.208166, 0.026011, 0.269122, 4.033955, 1.344652, 1, 2
0.068966, 0.827586, 0.413793, 0.350609, 0.368300, -0.106642, 0.519561, 6.468508, 2.156169, 1, 2
0.103448, 0.827586, 0.413793, 0.236897, 0.332026, -0.102153, 0.420472, 7.871878, 2.623959, 1, 2
0.137931, 0.827586, 0.413793, 0.333333, 0.473366, -0.047259, 0.580878, 10.326170, 3.442057, 1, 2
0.172414, 0.827586, 0.413793, 0.364895, 0.435233, -0.071646, 0.572459, 17.002898, 5.667633, 1, 2
0.206897, 0.827586, 0.413793, 0.350601, 0.429567, -0.098462, 0.563155, 22.032778, 7.344259, 1, 2
0.241379, 0.827586, 0.413793, 0.449888, 0.515140, -0.104915, 0.691936, 26.953727, 8.984576, 1, 2
0.275862, 0.827586, 0.413793, 0.541445, 0.558197, -0.108348, 0.785166, 31.601055, 10.533685, 1, 2
0.310345, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.344828, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.379310, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.413793, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.448276, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.482759, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.517241, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.551724, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.586207, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.620690, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.655172, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.689655, 0.827586, 0.413793, 0.566819, 0.560383, -0.111269, 0.804794, 33.452085, 11.150695, 1, 2
0.724138, 0.827586, 0.413793, 0.560869, 0.554193, -0.111780, 0.796366, 33.579594, 11.193198, 1, 2
0.758621, 0.827586, 0.413793, 0.511671, 0.499878, -0.108767, 0.723544, 34.538274, 11.512758, 1, 2
0.793103, 0.827586, 0.413793, 0.555163, 0.575359, -0.102931, 0.806126, 34.056361, 11.352120, 1, 2
0.827586, 0.827586, 0.413793, 0.705692, 0.709320, -0.098841, 1.005438, 33.452967, 11.150989, 1, 2
0.862069, 0.827586, 0.413793, 0.720907, 0.708660, -0.143566, 1.021037, 29.038925, 9.679642, 1, 2
0.896552, 0.827586, 0.413793, 0.203591, 0.124632, -0.115362, 0.265123, 39.345185, 13.115062, 1, 2
0.931034, 0.827586, 0.413793, 0.653104, 0.675502, -0.034708, 0.940240, 21.531237, 7.177079, 1, 2
0.965517, 0.827586, 0.413793, 0.594418, 0.778607, -0.162048, 0.992885, 49.739273, 16.579758, 1, 2
1.000000, 0.827586, 0.413793, 0.000000, -0.000269, 0.000000, 0.000269, 87.448160, 29.149387, 1, 2
0.000000, 0.862069, 0.413793, 0.000000, -0.013663, -0.000000, 0.013663, 3.153784, 1.051261, 1, 2
0.034483, 0.862069, 0.413793, 0.117684, 0.178589, 0.122322, 0.246386, 4.285820, 1.428607, 1, 2
0.068966, 0.862069, 0.413793, 0.382521, 0.455155, -0.014302, 0.594721, 5.906952, 1.968984, 1, 2
0.103448, 0.862069, 0.413793, 0.283653, 0.391169, -0.005347, 0.483219, 7.080304, 2.360101, 1, 2
0.137931, 0.862069, 0.413793, 0.393369, 0.555418, 0.028343, 0.681199, 9.142409, 3.047470, 1, 2
0.172414, 0.862069, 0.413793, 0.405636, 0.500712, -0.022208, 0.644784, 15.204803, 5.068268, 1, 2
0.206897, 0.862069, 0.413793, 0.380970, 0.489727, -0.061554, 0.623506, 19.704461, 6.568154, 1, 2
0.241379, 0.862069, 0.413793, 0.483131, 0.578228, -0.074365, 0.757162, 24.288543, 8.096181, 1, 2
0.275862, 0.862069, 0.413793, 0.577565, 0.615624, -0.082788, 0.848191, 28.859354, 9.619785, 1, 2
0.310345, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.344828, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.379310, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.413793, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.448276, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.482759, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.517241, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.551724, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.586207, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.620690, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.655172, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.689655, 0.862069, 0.413793, 0.603001, 0.614186, -0.087476, 0.865152, 30.708411, 10.236137, 1, 2
0.724138, 0.862069, 0.413793, 0.599136, 0.609524, -0.087768, 0.859178, 30.782624, 10.260875, 1, 2
0.758621, 0.862069, 0.413793, 0.593763, 0.599704, -0.087793, 0.848473, 30.866525, 10.288842, 1, 2
0.793103, 0.862069, 0.413793, 0.718100, 0.726206, -0.067437, 1.023519, 27.715804, 9.238601, 1, 2
0.827586, 0.862069, 0.413793, 0.826643, 0.846218, -0.096620, 1.186912, 26.246938, 8.748979, 1, 2
0.862069, 0.862069, 0.413793, 0.536525, 0.545494, -0.134016, 0.776778, 35.607639, 11.869213, 1, 2
0.896552, 0.862069, 0.413793, 0.212077, 0.163601, -0.063969, 0.275380, 39.764542, 13.254847, 1, 2
0.931034, 0.862069, 0.413793, 0.804604, 0.841520, 0.043015, 1.165073, 15.952527, 5.317509, 1, 2
0.965517, 0.862069, 0.413793, 0.597172, 0.777620, -0.149825, 0.991844, 48.004727, 16.001576, 1, 2
1.000000, 0.862069, 0.413793, 0.000000, -0.004172, -0.000000, 0.004172, 88.036213, 29.345404, 1, 2
0.000000, 0.896552, 0.413793, 0.000000, -0.003923, 0.000000, 0.003923, 2.086284, 0.695428, 1, 2
0.034483, 0.896552, 0.413793, 0.323187, 0.299373, -0.115364, 0.455393, 2.779087, 0.926362, 1, 2
0.068966, 0.896552, 0.413793, 0.402443, 0.365481, -0.218502, 0.585901, 6.235018, 2.078339, 1, 2
0.103448, 0.896552, 0.413793, 0.277195, 0.272031, -0.171753, 0.424660, 9.098066, 3.032689, 1, 2
0.137931, 0.896552, 0.413793, 0.277787, 0.357000, -0.101768, 0.463650, 12.323136, 4.107712, 1, 2
0.172414, 0.896552, 0.413793, 0.295969, 0.333981, -0.095449, 0.456345, 19.306679, 6.435560, 1, 2
0.206897, 0.896552, 0.413793, 0.300980, 0.346645, -0.114599, 0.473164, 24.867659, 8.289220, 1, 2
0.241379, 0.896552, 0.413793, 0.407530, 0.441745, -0.118163, 0.612521, 30.217971, 10.072657, 1, 2
0.275862, 0.896552, 0.413793, 0.500249, 0.491491, -0.120499, 0.711570, 35.128419, 11.709473, 1, 2
0.310345, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.344828, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.379310, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.413793, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.448276, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.482759, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.517241, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.551724, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.586207, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.620690, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.655172, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.689655, 0.896552, 0.413793, 0.526671, 0.497230, -0.122601, 0.734609, 37.089363, 12.363121, 1, 2
0.724138, 0.896552, 0.413793, 0.528312, 0.497756, -0.122659, 0.736152, 37.049536, 12.349845, 1, 2
0.758621, 0.896552, 0.413793, 0.477571, 0.450812, -0.122873, 0.668134, 38.403924, 12.801308, 1, 2
0.793103, 0.896552, 0.413793, 0.511391, 0.485155, -0.112642, 0.713851, 37.376111, 12.458704, 1, 2
0.827586, 0.896552, 0.413793, 0.597516, 0.612459, -0.139854, 0.867001, 38.028192, 12.676064, 1, 2
0.862069, 0.896552, 0.413793, 0.451662, 0.435860, -0.124478, 0.639896, 44.700446, 14.900149, 1, 2
0.896552, 0.896552, 0.413793, 0.201970, 0.114743, -0.095912, 0.251311, 40.406024, 13.468675, 1, 2
0.931034, 0.896552, 0.413793, 0.768282, 0.772718, -0.012341, 1.089726, 20.706706, 6.902235, 1, 2
0.965517, 0.896552, 0.413793, 0.606957, 0.762272, -0.180107, 0.990905, 52.721420, 17.573807, 1, 2
1.000000, 0.896552, 0.413793, 0.000000, -0.004264, 0.000000, 0.004264, 92.008310, 30.669437, 1, 2
0.000000, 0.931034, 0.413793, 0.000000, -0.214813, -0.000000, 0.214813, 2.191887, 0.730629, 1, 2
0.034483, 0.931034, 0.413793, 0.066320, 0.093135, -0.007485, 0.114579, 4.435172, 1.478391, 1, 2
0.068966, 0.931034, 0.413793, 0.217421, 0.248628, -0.152286, 0.363702, 7.812221, 2.604074, 1, 2
0.103448, 0.931034, 0.413793, 0.167739, 0.230039, -0.064453, 0.291905, 7.563058, 2.521019, 1, 2
0.137931, 0.931034, 0.413793, 0.232632, 0.455881, 0.009052, 0.511886, 8.477355, 2.825785, 1, 2
