"u","v","w","vel_mag","f00","f01","f02","f03","f04","f05","f06","f07","f08","f09","f10","f11","f12","f13","f14","f15","f16","f17","f18","rho","press","fluid","ThID","Points:0","Points:1","Points:2"
0,0.027033,0,0.027033,5.5367,0.91809,0.90754,0.75606,1.016,0.84277,0.84277,0.35799,0.30206,0.58701,0.51454,-0.22508,1.8443,1.7749,-0.1556,1.3898,1.2413,1.592,1.039,21.082,7.0274,1,0,0.86207,0.96552,0
0.48487,0.40433,-0.097649,0.63884,3.0341,2.7398,-0.30469,3.0676,0.69976,1.0725,0.96353,4.7234,1.332,1.4869,-0.35068,0.84335,-0.10822,2.1583,-0.36802,0.73255,0.18041,1.9918,0.34153,24.236,8.0786,1,0,0.86207,0.96552,0.034483
0,0.009374,0,0.009374,5.5976,0.83592,0.82068,0.65188,1.0048,0.94694,0.94694,0.34956,0.41291,0.50936,0.5168,0.17066,1.5834,1.6112,0.14289,1.441,0.79665,1.105,1.1327,20.577,6.8589,1,0,0.89655,0.96552,0
0.43942,0.42299,-0.086607,0.61604,2.9629,2.8143,0.022007,3.2451,0.31953,1.1,0.65703,4.1782,1.4992,1.2686,-0.84961,0.89995,0.18748,2.0109,-0.013034,0.7166,0.097861,1.9903,0.39185,23.499,7.8331,1,0,0.89655,0.96552,0.034483
-0,-0.004348,0,0.004348,6.3066,0.92997,1.2741,0.92957,1.1317,1.0572,1.0572,0.28914,0.67686,0.62757,0.58791,0.14874,1.1246,1.4707,-0.19733,1.0599,1.5701,1.7959,0.83409,22.674,7.5582,1,0,0.93103,0.96552,0
0.46113,0.48222,-0.11404,0.67689,3.3394,2.4393,-0.41053,3.7467,0.58056,1.0648,0.63339,4.9309,0.81539,1.4737,-0.063131,0.73319,0.10938,2.0266,-0.36158,0.63446,0.09306,2.9326,0.25156,24.97,8.3232,1,0,0.93103,0.96552,0.034483
0,-0.005039,0,0.005039,7.2275,1.0162,0.96276,1.2117,1.2186,1.3226,1.3226,0.47717,0.56746,0.49605,0.44869,1.4225,1.601,1.5957,1.4278,0.7263,2.2886,2.2421,0.77281,28.348,9.4493,1,0,0.96552,0.96552,0
0.36955,0.45307,-0.15389,0.60459,4.2776,3.0259,1.1016,3.6489,0.24097,1.1762,1.1789,5.1117,-0.10191,1.5639,-0.031816,0.77427,0.30964,2.5202,0.69427,0.8769,0.0648,2.9426,0.45648,29.831,9.9437,1,0,0.96552,0.96552,0.034483
0,0.009162,-0,0.009162,8.5401,1.2197,1.2197,1.2365,1.0801,1.2881,1.2881,0.65519,0.59125,0.55213,0.61606,0.71168,1.3877,1.3877,0.71168,0.81594,0.75126,0.79039,0.77682,25.62,8.5401,1,0,1,0.96552,0
-0,0.028942,0,0.028942,8.6265,2.185,2.185,1.7552,1.1983,1.0942,1.7511,3.4056,1.4609,1.7383,3.683,0.19908,2.7835,2.1299,-0.45446,0.60348,0.51805,1.0949,0.67695,36.634,12.211,1,0,1,0.96552,0.034483
-0.063717,-0.015929,0,0.065678,1.8627,0.36132,0.53935,0.41466,0.41466,0.30909,0.30909,0.098433,0.22104,0.17654,0.14294,0.005712,0.11996,0.075453,0.050219,0.15523,0.088231,0.088231,0.15523,5.5881,1.8627,1,0,0.034483,1,0
0,0,0,0,2.0944,0.30575,0.30575,0.33928,0.33928,0.38838,0.38838,0.17453,0.16929,0.16929,0.17453,0.14275,0.17453,0.17453,0.14275,0.17453,0.22533,0.22533,0.17453,6.2831,2.0944,1,0,0,1,0
0.078622,0.054287,-0,0.095543,1.7669,0.47907,0.16092,0.5396,0.38644,0.29302,0.3557,0.12242,0.13315,0.085788,0.040367,0.20942,0.28824,0.27494,0.089479,0.21906,0.054965,0.15495,0.18963,5.844,1.948,1,0,0.034483,1,0.034483
0,-0,0.022602,0.022602,2.3409,0.27119,0.27119,0.43233,0.43233,0.36316,0.2838,0.19507,0.24172,0.24172,0.19507,0.17227,0.2813,0.26146,0.15243,0.23564,0.22757,0.20773,0.2158,7.0227,2.3409,1,0,0,1,0.034483
-0.15094,-0.037736,0,0.15559,2.3987,0.21668,0.7598,0.4168,0.4168,0.3626,0.3626,0.11457,0.32428,0.1885,0.25035,0.012136,0.28498,0.1492,0.14791,0.19989,0.19523,0.19523,0.19989,7.1962,2.3987,1,0,0.068966,1,0
0.076179,0.20682,-0,0.2204,2.1149,0.30381,0.35841,0.76832,0.60716,0.4062,0.40214,0.19553,-0.006304,0.16804,-0.38018,0.20874,0.38252,0.17967,0.21787,-0.007488,0.11849,0.41807,-0.10928,6.3466,2.1155,1,0,0.068966,1,0.034483
-0.10146,-0.025365,0,0.10458,3.7057,0.35882,0.92279,0.62975,0.62975,0.58257,0.58257,0.18782,0.40589,0.2649,0.32881,0.16249,0.41325,0.27226,0.30348,0.3088,0.37428,0.37428,0.3088,11.117,3.7057,1,0,0.10345,1,0
0.079514,0.18984,0,0.20582,3.7858,0.61319,0.69864,1.0291,0.73788,0.64823,0.70006,0.60104,0.030185,0.39208,-0.29643,0.19208,0.42154,0.33409,0.40475,-0.055172,0.49226,0.67151,-0.41149,10.989,3.6631,1,0,0.10345,1,0.034483
-0.047526,-0.011881,0,0.048989,5.1737,0.60938,0.9782,0.92842,0.92842,0.88901,0.88901,0.30246,0.45339,0.36119,0.39467,0.31791,0.49605,0.40384,0.41012,0.43114,0.56152,0.56152,0.43114,15.521,5.1737,1,0,0.13793,1,0
0.08163,0.15342,-0,0.17378,5.8165,0.92058,0.92231,1.4167,0.94368,0.80821,1.1071,1.1487,0.32814,0.75202,0.051602,0.30354,0.4134,0.5448,0.535,-0.043951,1.0613,1.067,-0.71144,17.385,5.795,1,0,0.13793,1,0.034483
-0.013793,-0.003448,0,0.014217,6.5212,0.85206,0.98698,1.1216,1.1216,1.0704,1.0704,0.46863,0.47694,0.44321,0.50236,0.40608,0.61391,0.58018,0.4398,0.54343,0.90065,0.90065,0.54343,19.564,6.5212,1,0,0.17241,1,0
0.082203,0.11983,0,0.14532,7.1328,1.3795,0.98168,1.9865,1.3302,0.91357,1.3861,2.0649,0.56227,0.85927,0.95792,0.45136,0.4359,0.73219,0.58058,-0.003735,1.5512,1.5071,-0.85776,23.952,7.9839,1,0,0.17241,1,0.034483
-0.004955,-0.001239,-0,0.005108,7.2772,0.96257,1.0167,1.2001,1.2001,1.1328,1.1328,0.54052,0.48203,0.46851,0.55404,0.4293,0.74295,0.72943,0.44283,0.60643,1.1535,1.1535,0.60643,21.832,7.2772,1,0,0.2069,1,0
0.082194,0.10214,-0,0.1311,7.5833,1.576,0.98772,2.2852,1.5302,0.9456,1.4955,2.7837,0.61691,0.7532,1.7539,0.54168,0.37605,0.93105,0.58619,0.085502,1.8935,1.7655,-0.93596,27.555,9.185,1,0,0.2069,1,0.034483
-0.002856,-0.000714,0,0.002943,7.4331,0.98482,1.0167,1.2166,1.2166,1.1406,1.1406,0.56968,0.48203,0.47407,0.57764,0.43487,0.75028,0.74232,0.44283,0.61942,1.2188,1.2188,0.61942,22.299,7.4331,1,0,0.24138,1,0
0.082188,0.10052,0,0.12984,7.6302,1.6079,0.98772,2.347,1.562,0.97936,1.5102,3.1618,0.61691,0.73358,2.1143,0.56085,0.37605,0.97178,0.58619,0.091539,1.9372,1.8267,-0.94982,28.651,9.5505,1,0,0.24138,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.27586,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.27586,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.31034,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.31034,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.34483,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.34483,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.37931,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.37931,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.41379,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.41379,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.44828,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.44828,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.48276,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.48276,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.51724,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.51724,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.55172,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.55172,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.58621,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.58621,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.62069,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.62069,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.65517,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.65517,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.68966,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.68966,1,0.034483
2.2e-05,5e-06,0,2.2e-05,7.4503,1.0169,1.0167,1.2166,1.2166,1.1406,1.1406,0.57794,0.48203,0.48209,0.57788,0.44289,0.73378,0.73384,0.44283,0.62086,1.2188,1.2188,0.62086,22.351,7.4503,1,0,0.72414,1,0
0.082188,0.099144,-0,0.12878,7.6302,1.6362,0.98772,2.347,1.5578,0.97936,1.5102,3.2223,0.61691,0.71441,2.189,0.57833,0.37605,0.97201,0.58619,0.091539,1.9261,1.8267,-0.94368,28.804,9.6014,1,0,0.72414,1,0.034483
0.004042,0.001011,0,0.004167,7.4222,1.0169,0.9719,1.2166,1.2166,1.1406,1.1406,0.57794,0.47868,0.48993,0.56669,0.45403,0.72259,0.73384,0.44277,0.61852,1.2188,1.2188,0.61852,22.267,7.4222,1,0,0.75862,1,0
0.082188,0.10158,-0,0.13067,7.6302,1.6362,1.0841,2.347,1.5604,0.97936,1.5102,3.2223,0.52926,0.66146,2.1573,0.57833,0.35362,0.97201,0.58624,0.091539,1.9389,1.8267,-0.95342,28.712,9.5705,1,0,0.75862,1,0.034483
-0.001255,-0.000314,-0,0.001294,7.3536,1.0169,1.0307,1.2083,1.2083,1.1379,1.1379,0.57794,0.50353,0.50007,0.5814,0.41324,0.73731,0.73384,0.4167,0.6128,1.1388,1.1388,0.6128,22.061,7.3536,1,0,0.7931,1,0
0.082342,0.095297,0,0.12594,7.6143,1.6362,0.90792,2.2569,1.471,0.93454,1.5113,3.2223,0.6512,0.74419,2.2509,0.57833,0.37689,0.97201,0.6083,0.085879,1.9639,1.8022,-0.95423,28.634,9.5447,1,0,0.7931,1,0.034483
0.001908,0.000477,0,0.001967,7.4935,0.97222,0.95077,1.2586,1.2586,1.1278,1.1278,0.57375,0.46153,0.46689,0.56839,0.38988,0.7263,0.73166,0.38452,0.62446,1.3697,1.3697,0.62446,22.48,7.4935,1,0,0.82759,1,0
0.081355,0.10348,0,0.13163,7.524,1.6318,1.1342,2.4644,1.6953,0.97564,1.4826,3.119,0.17602,0.23959,2.0362,0.67156,0.35087,0.97232,0.6297,0.070251,2.1016,2.0679,-0.98267,28.36,9.4535,1,0,0.82759,1,0.034483
-0.005019,-0.001255,0,0.005173,7.126,1.0414,1.095,1.1937,1.1937,1.1022,1.1022,0.59738,0.47336,0.45994,0.61079,0.27295,0.74152,0.7281,0.28636,0.59383,1.0829,1.0829,0.59383,21.378,7.126,1,0,0.86207,1,0
0.083121,0.090228,-0,0.12268,7.5104,1.6247,0.86841,2.0686,1.3053,0.9301,1.535,3.2775,0.48222,0.53826,2.4164,0.60324,0.40546,0.95646,0.53797,0.077662,1.7112,1.5685,-0.87019,27.547,9.1824,1,0,0.86207,1,0.034483
-0.006098,-0.001524,-0,0.006286,7.4631,0.92432,0.99259,1.2084,1.2084,1.1323,1.1323,0.55575,0.43431,0.41724,0.57281,0.56313,0.72913,0.71207,0.58019,0.62193,1.2597,1.2597,0.62193,22.389,7.4631,1,0,0.89655,1,0
0.079509,0.11843,-0,0.14264,7.6975,1.5848,1.2295,2.6068,1.8348,1.0161,1.5711,2.6561,0.79467,0.96721,1.3172,0.66043,0.41287,0.98743,0.78553,0.052742,2.0787,2.0346,-1.1578,29.13,9.7101,1,0,0.89655,1,0.034483
-0.013634,-0.003408,-0,0.014053,7.6819,1.0956,1.2527,1.1398,1.1398,1.1286,1.1286,0.57685,0.64425,0.60498,0.61613,0.2543,0.76785,0.72858,0.29358,0.64016,1.356,1.356,0.64016,23.046,7.6819,1,0,0.93103,1,0
0.085769,0.09157,-0,0.12546,7.804,1.6488,0.74806,2.7539,1.8738,1.0526,1.6487,3.0975,0.62687,0.73235,2.1282,0.53576,0.48301,1.0117,0.39978,0.34315,2.2699,2.2074,-0.58316,30.782,10.261,1,0,0.93103,1,0.034483
-0.003401,-0.00085,0,0.003506,8.465,0.95493,0.99812,1.2148,1.2148,1.0813,1.0813,0.62845,0.58277,0.57198,0.63924,0.78605,0.76106,0.75026,0.79685,0.70542,1.7287,1.7287,0.70542,25.395,8.465,1,0,0.96552,1,0
0.0748,0.10266,0,0.12702,7.4943,1.695,1.3027,3.1399,2.3525,1.1978,1.5277,2.7754,0.165,0.1996,1.5481,0.76549,0.44525,1.0991,0.71139,0.64426,2.4007,2.5322,-0.41694,31.58,10.527,1,0,0.96552,1,0.034483
0,0,-0,0,7.5531,1.2128,1.2128,1.1763,1.1763,1.3464,1.3464,0.63579,0.62942,0.62942,0.63579,0.62942,0.65102,0.65102,0.62942,0.62942,0.64247,0.64247,0.62942,22.659,7.5531,1,0,1,1,0
0,0,-0.032448,0.032448,9.8379,1.3027,1.3027,1.4685,1.4685,0.96089,1.4397,2.3692,0.81983,0.81983,2.3692,0.42235,0.73545,0.85515,0.54206,0.45383,0.82632,0.94603,0.57354,29.514,9.8379,1,0,1,1,0.034483
0,0,0.072178,0.072178,1.3416,0.12043,0.12043,0.22425,0.22425,0.3124,0.16715,0.065445,0.1118,0.1118,0.065445,0.11761,0.14301,0.1067,0.081301,0.19293,0.19898,0.16267,0.15661,4.0249,1.3416,1,0,0,0,0.068966
0.086644,0.13738,-0,0.16242,1.5971,0.33012,0.28841,0.065318,-0.088497,0.34468,0.3028,0.60329,0.22053,0.29685,0.31437,0.24586,0.13372,0.11871,0.17636,0.024299,0.10055,0.27005,-0.018812,5.3257,1.7752,1,0,0.034483,0,0.068966
0.21192,0.13459,0.012744,0.25138,1.5052,0.31129,0.081946,0.61327,0.41796,0.36825,0.26884,0.19185,-0.37213,0.067855,0.22753,0.15313,-0.12058,0.070921,-0.042811,0.31939,0.19728,0.24293,0.31617,4.8183,1.6061,1,0,0.034483,0.034483,0.068966
-0,-0.12918,0,0.12918,1.2884,0.16141,0.16141,0.18766,0.41382,0.35906,0.31113,0.34312,-0.074997,-0.15772,0.2604,-0.008341,-0.069251,-0.03515,0.025761,0.14536,0.22787,0.079354,0.2736,3.8929,1.2976,1,0,0,0.034483,0.068966
0.07823,0.14399,0,0.16387,2.1278,0.3602,0.32126,-0.12374,-0.31824,0.38673,0.3756,1.3084,0.67183,0.82975,0.8687,0.18129,0.23333,0.19389,0.19496,-0.022291,-0.072715,0.086639,-0.14475,7.4587,2.4862,1,0,0.068966,0,0.068966
0.59657,0.4369,-0.059545,0.74184,0.61145,0.89092,-0.012413,0.90576,0.40694,-0.009885,0.17444,0.23175,-0.56623,0.27136,-0.011394,0.31232,-0.085015,0.24729,-0.13249,0.44099,0.15391,0.47709,0.32159,4.6284,1.5428,1,0,0.068966,0.034483,0.068966
0.079817,0.14795,0,0.16811,2.9725,0.5077,0.48144,-0.22784,-0.53255,0.56852,0.59227,2.0515,1.2176,1.4388,1.3567,0.30553,0.33841,0.27515,0.27051,0.006455,-0.12539,0.14869,-0.19309,11.453,3.8176,1,0,0.10345,0,0.068966
1.8951,1.4624,-0.10981,2.3962,-1.541,0.97232,-0.058791,1.2814,0.51325,-0.52463,-0.1454,0.14304,-0.9674,0.39615,-0.24207,0.59,-0.085328,0.3847,-0.20028,0.50701,0.21341,0.60135,0.2942,2.1319,0.71062,1,0,0.10345,0.034483,0.068966
0.078993,0.14119,-0,0.16178,3.9263,0.67814,0.60706,-0.11134,-0.57419,0.83282,0.7442,3.202,2.2372,2.5437,2.1925,0.39386,0.39512,0.33269,0.32991,0.000958,-0.18438,0.27463,-0.24304,17.578,5.8594,1,0,0.13793,0,0.068966
2.7141,2.3474,-0.10068,3.5898,-3.0916,1.4249,0.11531,1.6722,0.47768,-0.76745,-0.34335,-0.017868,-1.4247,0.74823,0.031669,0.83046,-0.055407,0.45778,-0.17495,0.60498,0.23989,0.84813,0.24854,1.8244,0.60813,1,0,0.13793,0.034483,0.068966
0.077511,0.10861,0,0.13343,4.7239,0.96014,0.68289,-0.19079,-0.75388,0.94844,0.84962,3.679,3.2266,3.4598,2.7771,0.54853,0.42467,0.50894,0.3559,-0.035335,-0.27168,0.16632,-0.26615,21.794,7.2646,1,0,0.17241,0,0.068966
14.245,12.647,-0.32466,19.051,-5.2886,1.6904,0.21147,1.8127,0.26535,-1.1262,-0.68457,-0.091639,-1.731,1.3194,0.47694,1.0678,0.007427,0.75185,-0.14245,0.66886,0.18977,0.88068,0.13701,0.41528,0.13843,1,0,0.17241,0.034483,0.068966
0.077233,0.1018,0,0.12778,5.1725,1.0166,0.70399,-0.29208,-0.92475,1.0186,0.89997,3.8151,4.3646,4.6111,2.8805,0.60876,0.42992,0.58862,0.36311,-0.11708,-0.32634,0.12048,-0.35836,24.575,8.1917,1,0,0.2069,0,0.068966
5.1201,4.1867,-0.067844,6.6143,-6.601,2.5587,0.25458,1.9091,0.063758,-1.3361,-0.82093,-0.02019,-1.8266,2.5289,0.63,1.474,0.044547,1.0817,-0.11349,0.73091,0.12399,0.95348,0.050908,1.6863,0.5621,1,0,0.2069,0.034483,0.068966
0.077265,0.1014,0,0.12748,5.3331,1.0729,0.70399,-0.33227,-1.0059,1.0319,0.91827,3.8697,5.0766,5.3223,2.8805,0.64482,0.42992,0.56533,0.36311,-0.15316,-0.33585,0.16589,-0.395,26.156,8.7187,1,0,0.24138,0,0.068966
2.9987,2.2767,-0.025116,3.7651,-6.8092,3.2303,0.25458,1.9447,-0.012943,-1.3879,-0.85239,0.053153,-1.8266,3.5741,0.63,1.7745,0.044547,1.3529,-0.11349,0.73253,0.1047,0.95623,0.017221,3.6669,1.2223,1,0,0.24138,0.034483,0.068966
0.077265,0.099216,0,0.12575,5.3331,1.1218,0.70399,-0.32213,-1.0059,1.0319,0.91827,3.8556,5.2475,5.4679,2.8805,0.65067,0.42992,0.58029,0.36311,-0.14301,-0.33585,0.16693,-0.395,26.55,8.8498,1,0,0.27586,0,0.068966
2.6615,1.9729,-0.027835,3.3131,-6.8092,3.431,0.25458,1.9447,-0.012943,-1.3879,-0.85239,0.064298,-1.8266,3.9169,0.63,1.8538,0.044547,1.4629,-0.11349,0.73253,0.1047,0.95623,0.017221,4.4109,1.4703,1,0,0.27586,0.034483,0.068966
0.077265,0.099216,0,0.12575,5.3331,1.1218,0.70399,-0.32213,-1.0059,1.0319,0.91827,3.8556,5.2475,5.4679,2.8805,0.65067,0.42992,0.58029,0.36311,-0.14301,-0.33585,0.16693,-0.395,26.55,8.8498,1,0,0.31034,0,0.068966
2.6615,1.9729,-0.027835,3.3131,-6.8092,3.431,0.25458,1.9447,-0.012943,-1.3879,-0.85239,0.064298,-1.8266,3.9169,0.63,1.8538,0.044547,1.4629,-0.11349,0.73253,0.1047,0.95623,0.017221,4.4109,1.4703,1,0,0.31034,0.034483,0.068966
0.077265,0.099216,0,0.12575,5.3331,1.1218,0.70399,-0.32213,-1.0059,1.0319,0.91827,3.8556,5.2475,5.4679,2.8805,0.65067,0.42992,0.58029,0.36311,-0.14301,-0.33585,0.16693,-0.395,26.55,8.8498,1,0,0.34483,0,0.068966
2.6615,1.9729,-0.027835,3.3131,-6.8092,3.431,0.25458,1.9447,-0.012943,-1.3879,-0.85239,0.064298,-1.8266,3.9169,0.63,1.8538,0.044547,1.4629,-0.11349,0.73253,0.1047,0.95623,0.017221,4.4109,1.4703,1,0,0.34483,0.034483,0.068966
0.077265,0.099216,0,0.12575,5.3331,1.1218,0.70399,-0.32213,-1.0059,1.0319,0.91827,3.8556,5.2475,5.4679,2.8805,0.65067,0.42992,0.58029,0.36311,-0.14301,-0.33585,0.16693,-0.395,26.55,8.8498,1,0,0.37931,0,0.068966
2.6615,1.9729,-0.027835,3.3131,-6.8092,3.431,0.25458,1.9447,-0.012943,-1.3879,-0.85239,0.064298,-1.8266,3.9169,0.63,1.8538,0.044547,1.4629,-0.11349,0.73253,0.1047,0.95623,0.017221,4.4109,1.4703,1,0,0.37931,0.034483,0.068966
0.077265,0.099216,0,0.12575,5.3331,1.1218,0.70399,-0.32213,-1.0059,1.0319,0.91827,3.8556,5.2475,5.4679,2.8805,0.65067,0.42992,0.58029,0.36311,-0.14301,-0.33585,0.16693,-0.395,26.55,8.8498,1,0,0.41379,0,0.068966
2.6615,1.9729,-0.027835,3.3131,-6.8092,3.431,0.25458,1.9447,-0.012943,-1.3879,-0.85239,0.064298,-1.8266,3.9169,0.63,1.8538,0.044547,1.4629,-0.11349,0.73253,0.1047,0.95623,0.017221,4.4109,1.4703,1,0,0.41379,0.034483,0.068966
0.077265,0.099216,0,0.12575,5.3331,1.1218,0.70399,-0.32213,-1.0059,1.0319,0.91827,3.8556,5.2475,5.4679,2.8805,0.65067,0.42992,0.58029,0.36311,-0.14301,-0.33585,0.16693,-0.395,26.55,8.8498,1,0,0.44828,0,0.068966
2.6615,1.9729,-0.027835,3.3131,-6.8092,3.431,0.25458,1.9447,-0.012943,-1.3879,-0.85239,0.064298,-1.8266,3.9169,0.63,1.8538,0.044547,1.4629,-0.11349,0.73253,0.1047,0.95623,0.017221,4.4109,1.4703,1,0,0.44828,0.034483,0.068966
0.077265,0.099216,0,0.12575,5.3331,1.1218,0.70399,-0.32213,-1.0059,1.0319,0.91827,3.8556,5.2475,5.4679,2.8805,0.65067,0.42992,0.58029,0.36311,-0.14301,-0.33585,0.16693,-0.395,26.55,8.8498,1,0,0.48276,0,0.068966
