Printing from thread 7
   ID   |  i |  j |  k ||    x    |    y    |    z
  18970 | 10 |  2 | 21 || 0.34483 | 0.06897 | 0.72414 
  18971 | 11 |  2 | 21 || 0.37931 | 0.06897 | 0.72414 
  18972 | 12 |  2 | 21 || 0.41379 | 0.06897 | 0.72414 
  18973 | 13 |  2 | 21 || 0.44828 | 0.06897 | 0.72414 
  18974 | 14 |  2 | 21 || 0.48276 | 0.06897 | 0.72414 
  18975 | 15 |  2 | 21 || 0.51724 | 0.06897 | 0.72414 
  18976 | 16 |  2 | 21 || 0.55172 | 0.06897 | 0.72414 
  18977 | 17 |  2 | 21 || 0.58621 | 0.06897 | 0.72414 
  18978 | 18 |  2 | 21 || 0.62069 | 0.06897 | 0.72414 
  18979 | 19 |  2 | 21 || 0.65517 | 0.06897 | 0.72414 
  18980 | 20 |  2 | 21 || 0.68966 | 0.06897 | 0.72414 
  18981 | 21 |  2 | 21 || 0.72414 | 0.06897 | 0.72414 
  18982 | 22 |  2 | 21 || 0.75862 | 0.06897 | 0.72414 
  18983 | 23 |  2 | 21 || 0.79310 | 0.06897 | 0.72414 
  18984 | 24 |  2 | 21 || 0.82759 | 0.06897 | 0.72414 
  18985 | 25 |  2 | 21 || 0.86207 | 0.06897 | 0.72414 
  18986 | 26 |  2 | 21 || 0.89655 | 0.06897 | 0.72414 
  18987 | 27 |  2 | 21 || 0.93103 | 0.06897 | 0.72414 
  18988 | 28 |  2 | 21 || 0.96552 | 0.06897 | 0.72414 
  18989 | 29 |  2 | 21 || 1.00000 | 0.06897 | 0.72414 
  18990 |  0 |  3 | 21 || 0.00000 | 0.10345 | 0.72414 
  18991 |  1 |  3 | 21 || 0.03448 | 0.10345 | 0.72414 
  18992 |  2 |  3 | 21 || 0.06897 | 0.10345 | 0.72414 
  18993 |  3 |  3 | 21 || 0.10345 | 0.10345 | 0.72414 
  18994 |  4 |  3 | 21 || 0.13793 | 0.10345 | 0.72414 
  18995 |  5 |  3 | 21 || 0.17241 | 0.10345 | 0.72414 
  18996 |  6 |  3 | 21 || 0.20690 | 0.10345 | 0.72414 
  18997 |  7 |  3 | 21 || 0.24138 | 0.10345 | 0.72414 
  18998 |  8 |  3 | 21 || 0.27586 | 0.10345 | 0.72414 
  18999 |  9 |  3 | 21 || 0.31034 | 0.10345 | 0.72414 
  19000 | 10 |  3 | 21 || 0.34483 | 0.10345 | 0.72414 
  19001 | 11 |  3 | 21 || 0.37931 | 0.10345 | 0.72414 
  19002 | 12 |  3 | 21 || 0.41379 | 0.10345 | 0.72414 
  19003 | 13 |  3 | 21 || 0.44828 | 0.10345 | 0.72414 
  19004 | 14 |  3 | 21 || 0.48276 | 0.10345 | 0.72414 
  19005 | 15 |  3 | 21 || 0.51724 | 0.10345 | 0.72414 
  19006 | 16 |  3 | 21 || 0.55172 | 0.10345 | 0.72414 
  19007 | 17 |  3 | 21 || 0.58621 | 0.10345 | 0.72414 
  19008 | 18 |  3 | 21 || 0.62069 | 0.10345 | 0.72414 
  19009 | 19 |  3 | 21 || 0.65517 | 0.10345 | 0.72414 
  19010 | 20 |  3 | 21 || 0.68966 | 0.10345 | 0.72414 
  19011 | 21 |  3 | 21 || 0.72414 | 0.10345 | 0.72414 
  19012 | 22 |  3 | 21 || 0.75862 | 0.10345 | 0.72414 
  19013 | 23 |  3 | 21 || 0.79310 | 0.10345 | 0.72414 
  19014 | 24 |  3 | 21 || 0.82759 | 0.10345 | 0.72414 
  19015 | 25 |  3 | 21 || 0.86207 | 0.10345 | 0.72414 
  19016 | 26 |  3 | 21 || 0.89655 | 0.10345 | 0.72414 
  19017 | 27 |  3 | 21 || 0.93103 | 0.10345 | 0.72414 
  19018 | 28 |  3 | 21 || 0.96552 | 0.10345 | 0.72414 
  19019 | 29 |  3 | 21 || 1.00000 | 0.10345 | 0.72414 
  19020 |  0 |  4 | 21 || 0.00000 | 0.13793 | 0.72414 
  19021 |  1 |  4 | 21 || 0.03448 | 0.13793 | 0.72414 
  19022 |  2 |  4 | 21 || 0.06897 | 0.13793 | 0.72414 
  19023 |  3 |  4 | 21 || 0.10345 | 0.13793 | 0.72414 
  19024 |  4 |  4 | 21 || 0.13793 | 0.13793 | 0.72414 
  19025 |  5 |  4 | 21 || 0.17241 | 0.13793 | 0.72414 
  19026 |  6 |  4 | 21 || 0.20690 | 0.13793 | 0.72414 
  19027 |  7 |  4 | 21 || 0.24138 | 0.13793 | 0.72414 
  19028 |  8 |  4 | 21 || 0.27586 | 0.13793 | 0.72414 
  19029 |  9 |  4 | 21 || 0.31034 | 0.13793 | 0.72414 
  19030 | 10 |  4 | 21 || 0.34483 | 0.13793 | 0.72414 
  19031 | 11 |  4 | 21 || 0.37931 | 0.13793 | 0.72414 
  19032 | 12 |  4 | 21 || 0.41379 | 0.13793 | 0.72414 
  19033 | 13 |  4 | 21 || 0.44828 | 0.13793 | 0.72414 
  19034 | 14 |  4 | 21 || 0.48276 | 0.13793 | 0.72414 
  19035 | 15 |  4 | 21 || 0.51724 | 0.13793 | 0.72414 
  19036 | 16 |  4 | 21 || 0.55172 | 0.13793 | 0.72414 
  19037 | 17 |  4 | 21 || 0.58621 | 0.13793 | 0.72414 
  19038 | 18 |  4 | 21 || 0.62069 | 0.13793 | 0.72414 
  19039 | 19 |  4 | 21 || 0.65517 | 0.13793 | 0.72414 
  19040 | 20 |  4 | 21 || 0.68966 | 0.13793 | 0.72414 
  19041 | 21 |  4 | 21 || 0.72414 | 0.13793 | 0.72414 
  19042 | 22 |  4 | 21 || 0.75862 | 0.13793 | 0.72414 
  19043 | 23 |  4 | 21 || 0.79310 | 0.13793 | 0.72414 
  19044 | 24 |  4 | 21 || 0.82759 | 0.13793 | 0.72414 
  19045 | 25 |  4 | 21 || 0.86207 | 0.13793 | 0.72414 
  19046 | 26 |  4 | 21 || 0.89655 | 0.13793 | 0.72414 
  19047 | 27 |  4 | 21 || 0.93103 | 0.13793 | 0.72414 
  19048 | 28 |  4 | 21 || 0.96552 | 0.13793 | 0.72414 
  19049 | 29 |  4 | 21 || 1.00000 | 0.13793 | 0.72414 
  19050 |  0 |  5 | 21 || 0.00000 | 0.17241 | 0.72414 
  19051 |  1 |  5 | 21 || 0.03448 | 0.17241 | 0.72414 
  19052 |  2 |  5 | 21 || 0.06897 | 0.17241 | 0.72414 
  19053 |  3 |  5 | 21 || 0.10345 | 0.17241 | 0.72414 
  19054 |  4 |  5 | 21 || 0.13793 | 0.17241 | 0.72414 
  19055 |  5 |  5 | 21 || 0.17241 | 0.17241 | 0.72414 
  19056 |  6 |  5 | 21 || 0.20690 | 0.17241 | 0.72414 
  19057 |  7 |  5 | 21 || 0.24138 | 0.17241 | 0.72414 
  19058 |  8 |  5 | 21 || 0.27586 | 0.17241 | 0.72414 
  19059 |  9 |  5 | 21 || 0.31034 | 0.17241 | 0.72414 
  19060 | 10 |  5 | 21 || 0.34483 | 0.17241 | 0.72414 
  19061 | 11 |  5 | 21 || 0.37931 | 0.17241 | 0.72414 
  19062 | 12 |  5 | 21 || 0.41379 | 0.17241 | 0.72414 
  19063 | 13 |  5 | 21 || 0.44828 | 0.17241 | 0.72414 
  19064 | 14 |  5 | 21 || 0.48276 | 0.17241 | 0.72414 
  19065 | 15 |  5 | 21 || 0.51724 | 0.17241 | 0.72414 
  19066 | 16 |  5 | 21 || 0.55172 | 0.17241 | 0.72414 
  19067 | 17 |  5 | 21 || 0.58621 | 0.17241 | 0.72414 
  19068 | 18 |  5 | 21 || 0.62069 | 0.17241 | 0.72414 
  19069 | 19 |  5 | 21 || 0.65517 | 0.17241 | 0.72414 
  19070 | 20 |  5 | 21 || 0.68966 | 0.17241 | 0.72414 
  19071 | 21 |  5 | 21 || 0.72414 | 0.17241 | 0.72414 
  19072 | 22 |  5 | 21 || 0.75862 | 0.17241 | 0.72414 
  19073 | 23 |  5 | 21 || 0.79310 | 0.17241 | 0.72414 
  19074 | 24 |  5 | 21 || 0.82759 | 0.17241 | 0.72414 
  19075 | 25 |  5 | 21 || 0.86207 | 0.17241 | 0.72414 
  19076 | 26 |  5 | 21 || 0.89655 | 0.17241 | 0.72414 
  19077 | 27 |  5 | 21 || 0.93103 | 0.17241 | 0.72414 
  19078 | 28 |  5 | 21 || 0.96552 | 0.17241 | 0.72414 
  19079 | 29 |  5 | 21 || 1.00000 | 0.17241 | 0.72414 
  19080 |  0 |  6 | 21 || 0.00000 | 0.20690 | 0.72414 
  19081 |  1 |  6 | 21 || 0.03448 | 0.20690 | 0.72414 
  19082 |  2 |  6 | 21 || 0.06897 | 0.20690 | 0.72414 
  19083 |  3 |  6 | 21 || 0.10345 | 0.20690 | 0.72414 
  19084 |  4 |  6 | 21 || 0.13793 | 0.20690 | 0.72414 
  19085 |  5 |  6 | 21 || 0.17241 | 0.20690 | 0.72414 
  19086 |  6 |  6 | 21 || 0.20690 | 0.20690 | 0.72414 
  19087 |  7 |  6 | 21 || 0.24138 | 0.20690 | 0.72414 
  19088 |  8 |  6 | 21 || 0.27586 | 0.20690 | 0.72414 
  19089 |  9 |  6 | 21 || 0.31034 | 0.20690 | 0.72414 
  19090 | 10 |  6 | 21 || 0.34483 | 0.20690 | 0.72414 
  19091 | 11 |  6 | 21 || 0.37931 | 0.20690 | 0.72414 
  19092 | 12 |  6 | 21 || 0.41379 | 0.20690 | 0.72414 
  19093 | 13 |  6 | 21 || 0.44828 | 0.20690 | 0.72414 
  19094 | 14 |  6 | 21 || 0.48276 | 0.20690 | 0.72414 
  19095 | 15 |  6 | 21 || 0.51724 | 0.20690 | 0.72414 
  19096 | 16 |  6 | 21 || 0.55172 | 0.20690 | 0.72414 
  19097 | 17 |  6 | 21 || 0.58621 | 0.20690 | 0.72414 
  19098 | 18 |  6 | 21 || 0.62069 | 0.20690 | 0.72414 
  19099 | 19 |  6 | 21 || 0.65517 | 0.20690 | 0.72414 
  19100 | 20 |  6 | 21 || 0.68966 | 0.20690 | 0.72414 
  19101 | 21 |  6 | 21 || 0.72414 | 0.20690 | 0.72414 
  19102 | 22 |  6 | 21 || 0.75862 | 0.20690 | 0.72414 
  19103 | 23 |  6 | 21 || 0.79310 | 0.20690 | 0.72414 
  19104 | 24 |  6 | 21 || 0.82759 | 0.20690 | 0.72414 
  19105 | 25 |  6 | 21 || 0.86207 | 0.20690 | 0.72414 
  19106 | 26 |  6 | 21 || 0.89655 | 0.20690 | 0.72414 
  19107 | 27 |  6 | 21 || 0.93103 | 0.20690 | 0.72414 
  19108 | 28 |  6 | 21 || 0.96552 | 0.20690 | 0.72414 
  19109 | 29 |  6 | 21 || 1.00000 | 0.20690 | 0.72414 
  19110 |  0 |  7 | 21 || 0.00000 | 0.24138 | 0.72414 
  19111 |  1 |  7 | 21 || 0.03448 | 0.24138 | 0.72414 
  19112 |  2 |  7 | 21 || 0.06897 | 0.24138 | 0.72414 
  19113 |  3 |  7 | 21 || 0.10345 | 0.24138 | 0.72414 
  19114 |  4 |  7 | 21 || 0.13793 | 0.24138 | 0.72414 
  19115 |  5 |  7 | 21 || 0.17241 | 0.24138 | 0.72414 
  19116 |  6 |  7 | 21 || 0.20690 | 0.24138 | 0.72414 
  19117 |  7 |  7 | 21 || 0.24138 | 0.24138 | 0.72414 
  19118 |  8 |  7 | 21 || 0.27586 | 0.24138 | 0.72414 
  19119 |  9 |  7 | 21 || 0.31034 | 0.24138 | 0.72414 
  19120 | 10 |  7 | 21 || 0.34483 | 0.24138 | 0.72414 
  19121 | 11 |  7 | 21 || 0.37931 | 0.24138 | 0.72414 
  19122 | 12 |  7 | 21 || 0.41379 | 0.24138 | 0.72414 
  19123 | 13 |  7 | 21 || 0.44828 | 0.24138 | 0.72414 
  19124 | 14 |  7 | 21 || 0.48276 | 0.24138 | 0.72414 
  19125 | 15 |  7 | 21 || 0.51724 | 0.24138 | 0.72414 
  19126 | 16 |  7 | 21 || 0.55172 | 0.24138 | 0.72414 
  19127 | 17 |  7 | 21 || 0.58621 | 0.24138 | 0.72414 
  19128 | 18 |  7 | 21 || 0.62069 | 0.24138 | 0.72414 
  19129 | 19 |  7 | 21 || 0.65517 | 0.24138 | 0.72414 
  19130 | 20 |  7 | 21 || 0.68966 | 0.24138 | 0.72414 
  19131 | 21 |  7 | 21 || 0.72414 | 0.24138 | 0.72414 
  19132 | 22 |  7 | 21 || 0.75862 | 0.24138 | 0.72414 
  19133 | 23 |  7 | 21 || 0.79310 | 0.24138 | 0.72414 
  19134 | 24 |  7 | 21 || 0.82759 | 0.24138 | 0.72414 
  19135 | 25 |  7 | 21 || 0.86207 | 0.24138 | 0.72414 
  19136 | 26 |  7 | 21 || 0.89655 | 0.24138 | 0.72414 
  19137 | 27 |  7 | 21 || 0.93103 | 0.24138 | 0.72414 
  19138 | 28 |  7 | 21 || 0.96552 | 0.24138 | 0.72414 
  19139 | 29 |  7 | 21 || 1.00000 | 0.24138 | 0.72414 
  19140 |  0 |  8 | 21 || 0.00000 | 0.27586 | 0.72414 
  19141 |  1 |  8 | 21 || 0.03448 | 0.27586 | 0.72414 
  19142 |  2 |  8 | 21 || 0.06897 | 0.27586 | 0.72414 
  19143 |  3 |  8 | 21 || 0.10345 | 0.27586 | 0.72414 
  19144 |  4 |  8 | 21 || 0.13793 | 0.27586 | 0.72414 
  19145 |  5 |  8 | 21 || 0.17241 | 0.27586 | 0.72414 
  19146 |  6 |  8 | 21 || 0.20690 | 0.27586 | 0.72414 
  19147 |  7 |  8 | 21 || 0.24138 | 0.27586 | 0.72414 
  19148 |  8 |  8 | 21 || 0.27586 | 0.27586 | 0.72414 
  19149 |  9 |  8 | 21 || 0.31034 | 0.27586 | 0.72414 
  19150 | 10 |  8 | 21 || 0.34483 | 0.27586 | 0.72414 
  19151 | 11 |  8 | 21 || 0.37931 | 0.27586 | 0.72414 
  19152 | 12 |  8 | 21 || 0.41379 | 0.27586 | 0.72414 
  19153 | 13 |  8 | 21 || 0.44828 | 0.27586 | 0.72414 
  19154 | 14 |  8 | 21 || 0.48276 | 0.27586 | 0.72414 
  19155 | 15 |  8 | 21 || 0.51724 | 0.27586 | 0.72414 
  19156 | 16 |  8 | 21 || 0.55172 | 0.27586 | 0.72414 
  19157 | 17 |  8 | 21 || 0.58621 | 0.27586 | 0.72414 
  19158 | 18 |  8 | 21 || 0.62069 | 0.27586 | 0.72414 
  19159 | 19 |  8 | 21 || 0.65517 | 0.27586 | 0.72414 
  19160 | 20 |  8 | 21 || 0.68966 | 0.27586 | 0.72414 
  19161 | 21 |  8 | 21 || 0.72414 | 0.27586 | 0.72414 
  19162 | 22 |  8 | 21 || 0.75862 | 0.27586 | 0.72414 
  19163 | 23 |  8 | 21 || 0.79310 | 0.27586 | 0.72414 
  19164 | 24 |  8 | 21 || 0.82759 | 0.27586 | 0.72414 
  19165 | 25 |  8 | 21 || 0.86207 | 0.27586 | 0.72414 
  19166 | 26 |  8 | 21 || 0.89655 | 0.27586 | 0.72414 
  19167 | 27 |  8 | 21 || 0.93103 | 0.27586 | 0.72414 
  19168 | 28 |  8 | 21 || 0.96552 | 0.27586 | 0.72414 
  19169 | 29 |  8 | 21 || 1.00000 | 0.27586 | 0.72414 
  19170 |  0 |  9 | 21 || 0.00000 | 0.31034 | 0.72414 
  19171 |  1 |  9 | 21 || 0.03448 | 0.31034 | 0.72414 
  19172 |  2 |  9 | 21 || 0.06897 | 0.31034 | 0.72414 
  19173 |  3 |  9 | 21 || 0.10345 | 0.31034 | 0.72414 
  19174 |  4 |  9 | 21 || 0.13793 | 0.31034 | 0.72414 
  19175 |  5 |  9 | 21 || 0.17241 | 0.31034 | 0.72414 
  19176 |  6 |  9 | 21 || 0.20690 | 0.31034 | 0.72414 
  19177 |  7 |  9 | 21 || 0.24138 | 0.31034 | 0.72414 
  19178 |  8 |  9 | 21 || 0.27586 | 0.31034 | 0.72414 
  19179 |  9 |  9 | 21 || 0.31034 | 0.31034 | 0.72414 
  19180 | 10 |  9 | 21 || 0.34483 | 0.31034 | 0.72414 
  19181 | 11 |  9 | 21 || 0.37931 | 0.31034 | 0.72414 
  19182 | 12 |  9 | 21 || 0.41379 | 0.31034 | 0.72414 
  19183 | 13 |  9 | 21 || 0.44828 | 0.31034 | 0.72414 
  19184 | 14 |  9 | 21 || 0.48276 | 0.31034 | 0.72414 
  19185 | 15 |  9 | 21 || 0.51724 | 0.31034 | 0.72414 
  19186 | 16 |  9 | 21 || 0.55172 | 0.31034 | 0.72414 
  19187 | 17 |  9 | 21 || 0.58621 | 0.31034 | 0.72414 
  19188 | 18 |  9 | 21 || 0.62069 | 0.31034 | 0.72414 
  19189 | 19 |  9 | 21 || 0.65517 | 0.31034 | 0.72414 
  19190 | 20 |  9 | 21 || 0.68966 | 0.31034 | 0.72414 
  19191 | 21 |  9 | 21 || 0.72414 | 0.31034 | 0.72414 
  19192 | 22 |  9 | 21 || 0.75862 | 0.31034 | 0.72414 
  19193 | 23 |  9 | 21 || 0.79310 | 0.31034 | 0.72414 
  19194 | 24 |  9 | 21 || 0.82759 | 0.31034 | 0.72414 
  19195 | 25 |  9 | 21 || 0.86207 | 0.31034 | 0.72414 
  19196 | 26 |  9 | 21 || 0.89655 | 0.31034 | 0.72414 
  19197 | 27 |  9 | 21 || 0.93103 | 0.31034 | 0.72414 
  19198 | 28 |  9 | 21 || 0.96552 | 0.31034 | 0.72414 
  19199 | 29 |  9 | 21 || 1.00000 | 0.31034 | 0.72414 
  19200 |  0 | 10 | 21 || 0.00000 | 0.34483 | 0.72414 
  19201 |  1 | 10 | 21 || 0.03448 | 0.34483 | 0.72414 
  19202 |  2 | 10 | 21 || 0.06897 | 0.34483 | 0.72414 
  19203 |  3 | 10 | 21 || 0.10345 | 0.34483 | 0.72414 
  19204 |  4 | 10 | 21 || 0.13793 | 0.34483 | 0.72414 
  19205 |  5 | 10 | 21 || 0.17241 | 0.34483 | 0.72414 
  19206 |  6 | 10 | 21 || 0.20690 | 0.34483 | 0.72414 
  19207 |  7 | 10 | 21 || 0.24138 | 0.34483 | 0.72414 
  19208 |  8 | 10 | 21 || 0.27586 | 0.34483 | 0.72414 
  19209 |  9 | 10 | 21 || 0.31034 | 0.34483 | 0.72414 
  19210 | 10 | 10 | 21 || 0.34483 | 0.34483 | 0.72414 
  19211 | 11 | 10 | 21 || 0.37931 | 0.34483 | 0.72414 
  19212 | 12 | 10 | 21 || 0.41379 | 0.34483 | 0.72414 
  19213 | 13 | 10 | 21 || 0.44828 | 0.34483 | 0.72414 
  19214 | 14 | 10 | 21 || 0.48276 | 0.34483 | 0.72414 
  19215 | 15 | 10 | 21 || 0.51724 | 0.34483 | 0.72414 
  19216 | 16 | 10 | 21 || 0.55172 | 0.34483 | 0.72414 
  19217 | 17 | 10 | 21 || 0.58621 | 0.34483 | 0.72414 
  19218 | 18 | 10 | 21 || 0.62069 | 0.34483 | 0.72414 
  19219 | 19 | 10 | 21 || 0.65517 | 0.34483 | 0.72414 
  19220 | 20 | 10 | 21 || 0.68966 | 0.34483 | 0.72414 
  19221 | 21 | 10 | 21 || 0.72414 | 0.34483 | 0.72414 
  19222 | 22 | 10 | 21 || 0.75862 | 0.34483 | 0.72414 
  19223 | 23 | 10 | 21 || 0.79310 | 0.34483 | 0.72414 
  19224 | 24 | 10 | 21 || 0.82759 | 0.34483 | 0.72414 
  19225 | 25 | 10 | 21 || 0.86207 | 0.34483 | 0.72414 
  19226 | 26 | 10 | 21 || 0.89655 | 0.34483 | 0.72414 
  19227 | 27 | 10 | 21 || 0.93103 | 0.34483 | 0.72414 
  19228 | 28 | 10 | 21 || 0.96552 | 0.34483 | 0.72414 
  19229 | 29 | 10 | 21 || 1.00000 | 0.34483 | 0.72414 
  19230 |  0 | 11 | 21 || 0.00000 | 0.37931 | 0.72414 
  19231 |  1 | 11 | 21 || 0.03448 | 0.37931 | 0.72414 
  19232 |  2 | 11 | 21 || 0.06897 | 0.37931 | 0.72414 
  19233 |  3 | 11 | 21 || 0.10345 | 0.37931 | 0.72414 
  19234 |  4 | 11 | 21 || 0.13793 | 0.37931 | 0.72414 
  19235 |  5 | 11 | 21 || 0.17241 | 0.37931 | 0.72414 
  19236 |  6 | 11 | 21 || 0.20690 | 0.37931 | 0.72414 
  19237 |  7 | 11 | 21 || 0.24138 | 0.37931 | 0.72414 
  19238 |  8 | 11 | 21 || 0.27586 | 0.37931 | 0.72414 
  19239 |  9 | 11 | 21 || 0.31034 | 0.37931 | 0.72414 
  19240 | 10 | 11 | 21 || 0.34483 | 0.37931 | 0.72414 
  19241 | 11 | 11 | 21 || 0.37931 | 0.37931 | 0.72414 
  19242 | 12 | 11 | 21 || 0.41379 | 0.37931 | 0.72414 
  19243 | 13 | 11 | 21 || 0.44828 | 0.37931 | 0.72414 
  19244 | 14 | 11 | 21 || 0.48276 | 0.37931 | 0.72414 
  19245 | 15 | 11 | 21 || 0.51724 | 0.37931 | 0.72414 
  19246 | 16 | 11 | 21 || 0.55172 | 0.37931 | 0.72414 
  19247 | 17 | 11 | 21 || 0.58621 | 0.37931 | 0.72414 
  19248 | 18 | 11 | 21 || 0.62069 | 0.37931 | 0.72414 
  19249 | 19 | 11 | 21 || 0.65517 | 0.37931 | 0.72414 
  19250 | 20 | 11 | 21 || 0.68966 | 0.37931 | 0.72414 
  19251 | 21 | 11 | 21 || 0.72414 | 0.37931 | 0.72414 
  19252 | 22 | 11 | 21 || 0.75862 | 0.37931 | 0.72414 
  19253 | 23 | 11 | 21 || 0.79310 | 0.37931 | 0.72414 
  19254 | 24 | 11 | 21 || 0.82759 | 0.37931 | 0.72414 
  19255 | 25 | 11 | 21 || 0.86207 | 0.37931 | 0.72414 
  19256 | 26 | 11 | 21 || 0.89655 | 0.37931 | 0.72414 
  19257 | 27 | 11 | 21 || 0.93103 | 0.37931 | 0.72414 
  19258 | 28 | 11 | 21 || 0.96552 | 0.37931 | 0.72414 
  19259 | 29 | 11 | 21 || 1.00000 | 0.37931 | 0.72414 
  19260 |  0 | 12 | 21 || 0.00000 | 0.41379 | 0.72414 
  19261 |  1 | 12 | 21 || 0.03448 | 0.41379 | 0.72414 
  19262 |  2 | 12 | 21 || 0.06897 | 0.41379 | 0.72414 
  19263 |  3 | 12 | 21 || 0.10345 | 0.41379 | 0.72414 
  19264 |  4 | 12 | 21 || 0.13793 | 0.41379 | 0.72414 
  19265 |  5 | 12 | 21 || 0.17241 | 0.41379 | 0.72414 
