Printing from thread 2
   ID   |  i |  j |  k ||    x    |    y    |    z
   5461 |  1 |  2 |  6 || 0.03448 | 0.06897 | 0.20690 
   5462 |  2 |  2 |  6 || 0.06897 | 0.06897 | 0.20690 
   5463 |  3 |  2 |  6 || 0.10345 | 0.06897 | 0.20690 
   5464 |  4 |  2 |  6 || 0.13793 | 0.06897 | 0.20690 
   5465 |  5 |  2 |  6 || 0.17241 | 0.06897 | 0.20690 
   5466 |  6 |  2 |  6 || 0.20690 | 0.06897 | 0.20690 
   5467 |  7 |  2 |  6 || 0.24138 | 0.06897 | 0.20690 
   5468 |  8 |  2 |  6 || 0.27586 | 0.06897 | 0.20690 
   5469 |  9 |  2 |  6 || 0.31034 | 0.06897 | 0.20690 
   5470 | 10 |  2 |  6 || 0.34483 | 0.06897 | 0.20690 
   5471 | 11 |  2 |  6 || 0.37931 | 0.06897 | 0.20690 
   5472 | 12 |  2 |  6 || 0.41379 | 0.06897 | 0.20690 
   5473 | 13 |  2 |  6 || 0.44828 | 0.06897 | 0.20690 
   5474 | 14 |  2 |  6 || 0.48276 | 0.06897 | 0.20690 
   5475 | 15 |  2 |  6 || 0.51724 | 0.06897 | 0.20690 
   5476 | 16 |  2 |  6 || 0.55172 | 0.06897 | 0.20690 
   5477 | 17 |  2 |  6 || 0.58621 | 0.06897 | 0.20690 
   5478 | 18 |  2 |  6 || 0.62069 | 0.06897 | 0.20690 
   5479 | 19 |  2 |  6 || 0.65517 | 0.06897 | 0.20690 
   5480 | 20 |  2 |  6 || 0.68966 | 0.06897 | 0.20690 
   5481 | 21 |  2 |  6 || 0.72414 | 0.06897 | 0.20690 
   5482 | 22 |  2 |  6 || 0.75862 | 0.06897 | 0.20690 
   5483 | 23 |  2 |  6 || 0.79310 | 0.06897 | 0.20690 
   5484 | 24 |  2 |  6 || 0.82759 | 0.06897 | 0.20690 
   5485 | 25 |  2 |  6 || 0.86207 | 0.06897 | 0.20690 
   5486 | 26 |  2 |  6 || 0.89655 | 0.06897 | 0.20690 
   5487 | 27 |  2 |  6 || 0.93103 | 0.06897 | 0.20690 
   5488 | 28 |  2 |  6 || 0.96552 | 0.06897 | 0.20690 
   5489 | 29 |  2 |  6 || 1.00000 | 0.06897 | 0.20690 
   5490 |  0 |  3 |  6 || 0.00000 | 0.10345 | 0.20690 
   5491 |  1 |  3 |  6 || 0.03448 | 0.10345 | 0.20690 
   5492 |  2 |  3 |  6 || 0.06897 | 0.10345 | 0.20690 
   5493 |  3 |  3 |  6 || 0.10345 | 0.10345 | 0.20690 
   5494 |  4 |  3 |  6 || 0.13793 | 0.10345 | 0.20690 
   5495 |  5 |  3 |  6 || 0.17241 | 0.10345 | 0.20690 
   5496 |  6 |  3 |  6 || 0.20690 | 0.10345 | 0.20690 
   5497 |  7 |  3 |  6 || 0.24138 | 0.10345 | 0.20690 
   5498 |  8 |  3 |  6 || 0.27586 | 0.10345 | 0.20690 
   5499 |  9 |  3 |  6 || 0.31034 | 0.10345 | 0.20690 
   5500 | 10 |  3 |  6 || 0.34483 | 0.10345 | 0.20690 
   5501 | 11 |  3 |  6 || 0.37931 | 0.10345 | 0.20690 
   5502 | 12 |  3 |  6 || 0.41379 | 0.10345 | 0.20690 
   5503 | 13 |  3 |  6 || 0.44828 | 0.10345 | 0.20690 
   5504 | 14 |  3 |  6 || 0.48276 | 0.10345 | 0.20690 
   5505 | 15 |  3 |  6 || 0.51724 | 0.10345 | 0.20690 
   5506 | 16 |  3 |  6 || 0.55172 | 0.10345 | 0.20690 
   5507 | 17 |  3 |  6 || 0.58621 | 0.10345 | 0.20690 
   5508 | 18 |  3 |  6 || 0.62069 | 0.10345 | 0.20690 
   5509 | 19 |  3 |  6 || 0.65517 | 0.10345 | 0.20690 
   5510 | 20 |  3 |  6 || 0.68966 | 0.10345 | 0.20690 
   5511 | 21 |  3 |  6 || 0.72414 | 0.10345 | 0.20690 
   5512 | 22 |  3 |  6 || 0.75862 | 0.10345 | 0.20690 
   5513 | 23 |  3 |  6 || 0.79310 | 0.10345 | 0.20690 
   5514 | 24 |  3 |  6 || 0.82759 | 0.10345 | 0.20690 
   5515 | 25 |  3 |  6 || 0.86207 | 0.10345 | 0.20690 
   5516 | 26 |  3 |  6 || 0.89655 | 0.10345 | 0.20690 
   5517 | 27 |  3 |  6 || 0.93103 | 0.10345 | 0.20690 
   5518 | 28 |  3 |  6 || 0.96552 | 0.10345 | 0.20690 
   5519 | 29 |  3 |  6 || 1.00000 | 0.10345 | 0.20690 
   5520 |  0 |  4 |  6 || 0.00000 | 0.13793 | 0.20690 
   5521 |  1 |  4 |  6 || 0.03448 | 0.13793 | 0.20690 
   5522 |  2 |  4 |  6 || 0.06897 | 0.13793 | 0.20690 
   5523 |  3 |  4 |  6 || 0.10345 | 0.13793 | 0.20690 
   5524 |  4 |  4 |  6 || 0.13793 | 0.13793 | 0.20690 
   5525 |  5 |  4 |  6 || 0.17241 | 0.13793 | 0.20690 
   5526 |  6 |  4 |  6 || 0.20690 | 0.13793 | 0.20690 
   5527 |  7 |  4 |  6 || 0.24138 | 0.13793 | 0.20690 
   5528 |  8 |  4 |  6 || 0.27586 | 0.13793 | 0.20690 
   5529 |  9 |  4 |  6 || 0.31034 | 0.13793 | 0.20690 
   5530 | 10 |  4 |  6 || 0.34483 | 0.13793 | 0.20690 
   5531 | 11 |  4 |  6 || 0.37931 | 0.13793 | 0.20690 
   5532 | 12 |  4 |  6 || 0.41379 | 0.13793 | 0.20690 
   5533 | 13 |  4 |  6 || 0.44828 | 0.13793 | 0.20690 
   5534 | 14 |  4 |  6 || 0.48276 | 0.13793 | 0.20690 
   5535 | 15 |  4 |  6 || 0.51724 | 0.13793 | 0.20690 
   5536 | 16 |  4 |  6 || 0.55172 | 0.13793 | 0.20690 
   5537 | 17 |  4 |  6 || 0.58621 | 0.13793 | 0.20690 
   5538 | 18 |  4 |  6 || 0.62069 | 0.13793 | 0.20690 
   5539 | 19 |  4 |  6 || 0.65517 | 0.13793 | 0.20690 
   5540 | 20 |  4 |  6 || 0.68966 | 0.13793 | 0.20690 
   5541 | 21 |  4 |  6 || 0.72414 | 0.13793 | 0.20690 
   5542 | 22 |  4 |  6 || 0.75862 | 0.13793 | 0.20690 
   5543 | 23 |  4 |  6 || 0.79310 | 0.13793 | 0.20690 
   5544 | 24 |  4 |  6 || 0.82759 | 0.13793 | 0.20690 
   5545 | 25 |  4 |  6 || 0.86207 | 0.13793 | 0.20690 
   5546 | 26 |  4 |  6 || 0.89655 | 0.13793 | 0.20690 
   5547 | 27 |  4 |  6 || 0.93103 | 0.13793 | 0.20690 
   5548 | 28 |  4 |  6 || 0.96552 | 0.13793 | 0.20690 
   5549 | 29 |  4 |  6 || 1.00000 | 0.13793 | 0.20690 
   5550 |  0 |  5 |  6 || 0.00000 | 0.17241 | 0.20690 
   5551 |  1 |  5 |  6 || 0.03448 | 0.17241 | 0.20690 
   5552 |  2 |  5 |  6 || 0.06897 | 0.17241 | 0.20690 
   5553 |  3 |  5 |  6 || 0.10345 | 0.17241 | 0.20690 
   5554 |  4 |  5 |  6 || 0.13793 | 0.17241 | 0.20690 
   5555 |  5 |  5 |  6 || 0.17241 | 0.17241 | 0.20690 
   5556 |  6 |  5 |  6 || 0.20690 | 0.17241 | 0.20690 
   5557 |  7 |  5 |  6 || 0.24138 | 0.17241 | 0.20690 
   5558 |  8 |  5 |  6 || 0.27586 | 0.17241 | 0.20690 
   5559 |  9 |  5 |  6 || 0.31034 | 0.17241 | 0.20690 
   5560 | 10 |  5 |  6 || 0.34483 | 0.17241 | 0.20690 
   5561 | 11 |  5 |  6 || 0.37931 | 0.17241 | 0.20690 
   5562 | 12 |  5 |  6 || 0.41379 | 0.17241 | 0.20690 
   5563 | 13 |  5 |  6 || 0.44828 | 0.17241 | 0.20690 
   5564 | 14 |  5 |  6 || 0.48276 | 0.17241 | 0.20690 
   5565 | 15 |  5 |  6 || 0.51724 | 0.17241 | 0.20690 
   5566 | 16 |  5 |  6 || 0.55172 | 0.17241 | 0.20690 
   5567 | 17 |  5 |  6 || 0.58621 | 0.17241 | 0.20690 
   5568 | 18 |  5 |  6 || 0.62069 | 0.17241 | 0.20690 
   5569 | 19 |  5 |  6 || 0.65517 | 0.17241 | 0.20690 
   5570 | 20 |  5 |  6 || 0.68966 | 0.17241 | 0.20690 
   5571 | 21 |  5 |  6 || 0.72414 | 0.17241 | 0.20690 
   5572 | 22 |  5 |  6 || 0.75862 | 0.17241 | 0.20690 
   5573 | 23 |  5 |  6 || 0.79310 | 0.17241 | 0.20690 
   5574 | 24 |  5 |  6 || 0.82759 | 0.17241 | 0.20690 
   5575 | 25 |  5 |  6 || 0.86207 | 0.17241 | 0.20690 
   5576 | 26 |  5 |  6 || 0.89655 | 0.17241 | 0.20690 
   5577 | 27 |  5 |  6 || 0.93103 | 0.17241 | 0.20690 
   5578 | 28 |  5 |  6 || 0.96552 | 0.17241 | 0.20690 
   5579 | 29 |  5 |  6 || 1.00000 | 0.17241 | 0.20690 
   5580 |  0 |  6 |  6 || 0.00000 | 0.20690 | 0.20690 
   5581 |  1 |  6 |  6 || 0.03448 | 0.20690 | 0.20690 
   5582 |  2 |  6 |  6 || 0.06897 | 0.20690 | 0.20690 
   5583 |  3 |  6 |  6 || 0.10345 | 0.20690 | 0.20690 
   5584 |  4 |  6 |  6 || 0.13793 | 0.20690 | 0.20690 
   5585 |  5 |  6 |  6 || 0.17241 | 0.20690 | 0.20690 
   5586 |  6 |  6 |  6 || 0.20690 | 0.20690 | 0.20690 
   5587 |  7 |  6 |  6 || 0.24138 | 0.20690 | 0.20690 
   5588 |  8 |  6 |  6 || 0.27586 | 0.20690 | 0.20690 
   5589 |  9 |  6 |  6 || 0.31034 | 0.20690 | 0.20690 
   5590 | 10 |  6 |  6 || 0.34483 | 0.20690 | 0.20690 
   5591 | 11 |  6 |  6 || 0.37931 | 0.20690 | 0.20690 
   5592 | 12 |  6 |  6 || 0.41379 | 0.20690 | 0.20690 
   5593 | 13 |  6 |  6 || 0.44828 | 0.20690 | 0.20690 
   5594 | 14 |  6 |  6 || 0.48276 | 0.20690 | 0.20690 
   5595 | 15 |  6 |  6 || 0.51724 | 0.20690 | 0.20690 
   5596 | 16 |  6 |  6 || 0.55172 | 0.20690 | 0.20690 
   5597 | 17 |  6 |  6 || 0.58621 | 0.20690 | 0.20690 
   5598 | 18 |  6 |  6 || 0.62069 | 0.20690 | 0.20690 
   5599 | 19 |  6 |  6 || 0.65517 | 0.20690 | 0.20690 
   5600 | 20 |  6 |  6 || 0.68966 | 0.20690 | 0.20690 
   5601 | 21 |  6 |  6 || 0.72414 | 0.20690 | 0.20690 
   5602 | 22 |  6 |  6 || 0.75862 | 0.20690 | 0.20690 
   5603 | 23 |  6 |  6 || 0.79310 | 0.20690 | 0.20690 
   5604 | 24 |  6 |  6 || 0.82759 | 0.20690 | 0.20690 
   5605 | 25 |  6 |  6 || 0.86207 | 0.20690 | 0.20690 
   5606 | 26 |  6 |  6 || 0.89655 | 0.20690 | 0.20690 
   5607 | 27 |  6 |  6 || 0.93103 | 0.20690 | 0.20690 
   5608 | 28 |  6 |  6 || 0.96552 | 0.20690 | 0.20690 
   5609 | 29 |  6 |  6 || 1.00000 | 0.20690 | 0.20690 
   5610 |  0 |  7 |  6 || 0.00000 | 0.24138 | 0.20690 
   5611 |  1 |  7 |  6 || 0.03448 | 0.24138 | 0.20690 
   5612 |  2 |  7 |  6 || 0.06897 | 0.24138 | 0.20690 
   5613 |  3 |  7 |  6 || 0.10345 | 0.24138 | 0.20690 
   5614 |  4 |  7 |  6 || 0.13793 | 0.24138 | 0.20690 
   5615 |  5 |  7 |  6 || 0.17241 | 0.24138 | 0.20690 
   5616 |  6 |  7 |  6 || 0.20690 | 0.24138 | 0.20690 
   5617 |  7 |  7 |  6 || 0.24138 | 0.24138 | 0.20690 
   5618 |  8 |  7 |  6 || 0.27586 | 0.24138 | 0.20690 
   5619 |  9 |  7 |  6 || 0.31034 | 0.24138 | 0.20690 
   5620 | 10 |  7 |  6 || 0.34483 | 0.24138 | 0.20690 
   5621 | 11 |  7 |  6 || 0.37931 | 0.24138 | 0.20690 
   5622 | 12 |  7 |  6 || 0.41379 | 0.24138 | 0.20690 
   5623 | 13 |  7 |  6 || 0.44828 | 0.24138 | 0.20690 
   5624 | 14 |  7 |  6 || 0.48276 | 0.24138 | 0.20690 
   5625 | 15 |  7 |  6 || 0.51724 | 0.24138 | 0.20690 
   5626 | 16 |  7 |  6 || 0.55172 | 0.24138 | 0.20690 
   5627 | 17 |  7 |  6 || 0.58621 | 0.24138 | 0.20690 
   5628 | 18 |  7 |  6 || 0.62069 | 0.24138 | 0.20690 
   5629 | 19 |  7 |  6 || 0.65517 | 0.24138 | 0.20690 
   5630 | 20 |  7 |  6 || 0.68966 | 0.24138 | 0.20690 
   5631 | 21 |  7 |  6 || 0.72414 | 0.24138 | 0.20690 
   5632 | 22 |  7 |  6 || 0.75862 | 0.24138 | 0.20690 
   5633 | 23 |  7 |  6 || 0.79310 | 0.24138 | 0.20690 
   5634 | 24 |  7 |  6 || 0.82759 | 0.24138 | 0.20690 
   5635 | 25 |  7 |  6 || 0.86207 | 0.24138 | 0.20690 
   5636 | 26 |  7 |  6 || 0.89655 | 0.24138 | 0.20690 
   5637 | 27 |  7 |  6 || 0.93103 | 0.24138 | 0.20690 
   5638 | 28 |  7 |  6 || 0.96552 | 0.24138 | 0.20690 
   5639 | 29 |  7 |  6 || 1.00000 | 0.24138 | 0.20690 
   5640 |  0 |  8 |  6 || 0.00000 | 0.27586 | 0.20690 
   5641 |  1 |  8 |  6 || 0.03448 | 0.27586 | 0.20690 
   5642 |  2 |  8 |  6 || 0.06897 | 0.27586 | 0.20690 
   5643 |  3 |  8 |  6 || 0.10345 | 0.27586 | 0.20690 
   5644 |  4 |  8 |  6 || 0.13793 | 0.27586 | 0.20690 
   5645 |  5 |  8 |  6 || 0.17241 | 0.27586 | 0.20690 
   5646 |  6 |  8 |  6 || 0.20690 | 0.27586 | 0.20690 
   5647 |  7 |  8 |  6 || 0.24138 | 0.27586 | 0.20690 
   5648 |  8 |  8 |  6 || 0.27586 | 0.27586 | 0.20690 
   5649 |  9 |  8 |  6 || 0.31034 | 0.27586 | 0.20690 
   5650 | 10 |  8 |  6 || 0.34483 | 0.27586 | 0.20690 
   5651 | 11 |  8 |  6 || 0.37931 | 0.27586 | 0.20690 
   5652 | 12 |  8 |  6 || 0.41379 | 0.27586 | 0.20690 
   5653 | 13 |  8 |  6 || 0.44828 | 0.27586 | 0.20690 
   5654 | 14 |  8 |  6 || 0.48276 | 0.27586 | 0.20690 
   5655 | 15 |  8 |  6 || 0.51724 | 0.27586 | 0.20690 
   5656 | 16 |  8 |  6 || 0.55172 | 0.27586 | 0.20690 
   5657 | 17 |  8 |  6 || 0.58621 | 0.27586 | 0.20690 
   5658 | 18 |  8 |  6 || 0.62069 | 0.27586 | 0.20690 
   5659 | 19 |  8 |  6 || 0.65517 | 0.27586 | 0.20690 
   5660 | 20 |  8 |  6 || 0.68966 | 0.27586 | 0.20690 
   5661 | 21 |  8 |  6 || 0.72414 | 0.27586 | 0.20690 
   5662 | 22 |  8 |  6 || 0.75862 | 0.27586 | 0.20690 
   5663 | 23 |  8 |  6 || 0.79310 | 0.27586 | 0.20690 
   5664 | 24 |  8 |  6 || 0.82759 | 0.27586 | 0.20690 
   5665 | 25 |  8 |  6 || 0.86207 | 0.27586 | 0.20690 
   5666 | 26 |  8 |  6 || 0.89655 | 0.27586 | 0.20690 
   5667 | 27 |  8 |  6 || 0.93103 | 0.27586 | 0.20690 
   5668 | 28 |  8 |  6 || 0.96552 | 0.27586 | 0.20690 
   5669 | 29 |  8 |  6 || 1.00000 | 0.27586 | 0.20690 
   5670 |  0 |  9 |  6 || 0.00000 | 0.31034 | 0.20690 
   5671 |  1 |  9 |  6 || 0.03448 | 0.31034 | 0.20690 
   5672 |  2 |  9 |  6 || 0.06897 | 0.31034 | 0.20690 
   5673 |  3 |  9 |  6 || 0.10345 | 0.31034 | 0.20690 
   5674 |  4 |  9 |  6 || 0.13793 | 0.31034 | 0.20690 
   5675 |  5 |  9 |  6 || 0.17241 | 0.31034 | 0.20690 
   5676 |  6 |  9 |  6 || 0.20690 | 0.31034 | 0.20690 
   5677 |  7 |  9 |  6 || 0.24138 | 0.31034 | 0.20690 
   5678 |  8 |  9 |  6 || 0.27586 | 0.31034 | 0.20690 
   5679 |  9 |  9 |  6 || 0.31034 | 0.31034 | 0.20690 
   5680 | 10 |  9 |  6 || 0.34483 | 0.31034 | 0.20690 
   5681 | 11 |  9 |  6 || 0.37931 | 0.31034 | 0.20690 
   5682 | 12 |  9 |  6 || 0.41379 | 0.31034 | 0.20690 
   5683 | 13 |  9 |  6 || 0.44828 | 0.31034 | 0.20690 
   5684 | 14 |  9 |  6 || 0.48276 | 0.31034 | 0.20690 
   5685 | 15 |  9 |  6 || 0.51724 | 0.31034 | 0.20690 
   5686 | 16 |  9 |  6 || 0.55172 | 0.31034 | 0.20690 
   5687 | 17 |  9 |  6 || 0.58621 | 0.31034 | 0.20690 
   5688 | 18 |  9 |  6 || 0.62069 | 0.31034 | 0.20690 
   5689 | 19 |  9 |  6 || 0.65517 | 0.31034 | 0.20690 
   5690 | 20 |  9 |  6 || 0.68966 | 0.31034 | 0.20690 
   5691 | 21 |  9 |  6 || 0.72414 | 0.31034 | 0.20690 
   5692 | 22 |  9 |  6 || 0.75862 | 0.31034 | 0.20690 
   5693 | 23 |  9 |  6 || 0.79310 | 0.31034 | 0.20690 
   5694 | 24 |  9 |  6 || 0.82759 | 0.31034 | 0.20690 
   5695 | 25 |  9 |  6 || 0.86207 | 0.31034 | 0.20690 
   5696 | 26 |  9 |  6 || 0.89655 | 0.31034 | 0.20690 
   5697 | 27 |  9 |  6 || 0.93103 | 0.31034 | 0.20690 
   5698 | 28 |  9 |  6 || 0.96552 | 0.31034 | 0.20690 
   5699 | 29 |  9 |  6 || 1.00000 | 0.31034 | 0.20690 
   5700 |  0 | 10 |  6 || 0.00000 | 0.34483 | 0.20690 
   5701 |  1 | 10 |  6 || 0.03448 | 0.34483 | 0.20690 
   5702 |  2 | 10 |  6 || 0.06897 | 0.34483 | 0.20690 
   5703 |  3 | 10 |  6 || 0.10345 | 0.34483 | 0.20690 
   5704 |  4 | 10 |  6 || 0.13793 | 0.34483 | 0.20690 
   5705 |  5 | 10 |  6 || 0.17241 | 0.34483 | 0.20690 
   5706 |  6 | 10 |  6 || 0.20690 | 0.34483 | 0.20690 
   5707 |  7 | 10 |  6 || 0.24138 | 0.34483 | 0.20690 
   5708 |  8 | 10 |  6 || 0.27586 | 0.34483 | 0.20690 
   5709 |  9 | 10 |  6 || 0.31034 | 0.34483 | 0.20690 
   5710 | 10 | 10 |  6 || 0.34483 | 0.34483 | 0.20690 
   5711 | 11 | 10 |  6 || 0.37931 | 0.34483 | 0.20690 
   5712 | 12 | 10 |  6 || 0.41379 | 0.34483 | 0.20690 
   5713 | 13 | 10 |  6 || 0.44828 | 0.34483 | 0.20690 
   5714 | 14 | 10 |  6 || 0.48276 | 0.34483 | 0.20690 
   5715 | 15 | 10 |  6 || 0.51724 | 0.34483 | 0.20690 
   5716 | 16 | 10 |  6 || 0.55172 | 0.34483 | 0.20690 
   5717 | 17 | 10 |  6 || 0.58621 | 0.34483 | 0.20690 
   5718 | 18 | 10 |  6 || 0.62069 | 0.34483 | 0.20690 
   5719 | 19 | 10 |  6 || 0.65517 | 0.34483 | 0.20690 
   5720 | 20 | 10 |  6 || 0.68966 | 0.34483 | 0.20690 
   5721 | 21 | 10 |  6 || 0.72414 | 0.34483 | 0.20690 
   5722 | 22 | 10 |  6 || 0.75862 | 0.34483 | 0.20690 
   5723 | 23 | 10 |  6 || 0.79310 | 0.34483 | 0.20690 
   5724 | 24 | 10 |  6 || 0.82759 | 0.34483 | 0.20690 
   5725 | 25 | 10 |  6 || 0.86207 | 0.34483 | 0.20690 
   5726 | 26 | 10 |  6 || 0.89655 | 0.34483 | 0.20690 
   5727 | 27 | 10 |  6 || 0.93103 | 0.34483 | 0.20690 
   5728 | 28 | 10 |  6 || 0.96552 | 0.34483 | 0.20690 
   5729 | 29 | 10 |  6 || 1.00000 | 0.34483 | 0.20690 
   5730 |  0 | 11 |  6 || 0.00000 | 0.37931 | 0.20690 
   5731 |  1 | 11 |  6 || 0.03448 | 0.37931 | 0.20690 
   5732 |  2 | 11 |  6 || 0.06897 | 0.37931 | 0.20690 
   5733 |  3 | 11 |  6 || 0.10345 | 0.37931 | 0.20690 
   5734 |  4 | 11 |  6 || 0.13793 | 0.37931 | 0.20690 
   5735 |  5 | 11 |  6 || 0.17241 | 0.37931 | 0.20690 
   5736 |  6 | 11 |  6 || 0.20690 | 0.37931 | 0.20690 
   5737 |  7 | 11 |  6 || 0.24138 | 0.37931 | 0.20690 
   5738 |  8 | 11 |  6 || 0.27586 | 0.37931 | 0.20690 
   5739 |  9 | 11 |  6 || 0.31034 | 0.37931 | 0.20690 
   5740 | 10 | 11 |  6 || 0.34483 | 0.37931 | 0.20690 
   5741 | 11 | 11 |  6 || 0.37931 | 0.37931 | 0.20690 
   5742 | 12 | 11 |  6 || 0.41379 | 0.37931 | 0.20690 
   5743 | 13 | 11 |  6 || 0.44828 | 0.37931 | 0.20690 
   5744 | 14 | 11 |  6 || 0.48276 | 0.37931 | 0.20690 
   5745 | 15 | 11 |  6 || 0.51724 | 0.37931 | 0.20690 
   5746 | 16 | 11 |  6 || 0.55172 | 0.37931 | 0.20690 
   5747 | 17 | 11 |  6 || 0.58621 | 0.37931 | 0.20690 
   5748 | 18 | 11 |  6 || 0.62069 | 0.37931 | 0.20690 
   5749 | 19 | 11 |  6 || 0.65517 | 0.37931 | 0.20690 
   5750 | 20 | 11 |  6 || 0.68966 | 0.37931 | 0.20690 
   5751 | 21 | 11 |  6 || 0.72414 | 0.37931 | 0.20690 
   5752 | 22 | 11 |  6 || 0.75862 | 0.37931 | 0.20690 
   5753 | 23 | 11 |  6 || 0.79310 | 0.37931 | 0.20690 
   5754 | 24 | 11 |  6 || 0.82759 | 0.37931 | 0.20690 
   5755 | 25 | 11 |  6 || 0.86207 | 0.37931 | 0.20690 
   5756 | 26 | 11 |  6 || 0.89655 | 0.37931 | 0.20690 
   5757 | 27 | 11 |  6 || 0.93103 | 0.37931 | 0.20690 
   5758 | 28 | 11 |  6 || 0.96552 | 0.37931 | 0.20690 
   5759 | 29 | 11 |  6 || 1.00000 | 0.37931 | 0.20690 
   5760 |  0 | 12 |  6 || 0.00000 | 0.41379 | 0.20690 
   5761 |  1 | 12 |  6 || 0.03448 | 0.41379 | 0.20690 
   5762 |  2 | 12 |  6 || 0.06897 | 0.41379 | 0.20690 
   5763 |  3 | 12 |  6 || 0.10345 | 0.41379 | 0.20690 
   5764 |  4 | 12 |  6 || 0.13793 | 0.41379 | 0.20690 
   5765 |  5 | 12 |  6 || 0.17241 | 0.41379 | 0.20690 
